Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
71_3_FITC.tif	5279e63f-9b08-4f16-8051-2e754a921153	Cell		Positive	Annotation	Polygon	296.79	864.72	90.083	52.9379	0.4039	23.8482	5.4998	NaN	3.6766	1603	4.4586	20	0	20	185.883	81045	16.4088	214	142	72	4.4495	1940	5.2206	28	0	28	275.6333	85.5257	0.4735	40.1695	9.2885	NaN	1.8258	3.3458	20	0	130.0278	47.8641	214	43	2.0323	3.8032	28	0	0.9252	2.1225	15	0	102.8482	31.8871	180	43	0.856	2.0079	15	0	0.3253	6	336.1092	319.123	576.4622	169.2489	21872.9395	40444.2891
71_3_FITC.tif	1bdbd522-cf7a-4806-8f61-da9d9b193352	Cell		Positive	Annotation	Polygon	172.34	1265.4	80.7641	75.2086	0.1794	32.9231	3.9977	NaN	14.8844	5924	14.6427	65	0	65	194.9347	77584	30.0514	239	111	128	16.1658	6434	16.2898	69	0	69	275.012	103.4587	0.3229	50.0788	7.5657	NaN	8.0038	10.2431	65	0	116.0941	58.7005	239	29	5.0722	11.5231	69	0	5.0623	5.4196	30	0	82.3899	27.1583	192	29	0.3298	1.0715	10	0	0.2992	10	175.9352	133.6622	419.2063	102.7355	3390.8545	21432.9492
71_3_FITC.tif	a677365a-d72d-49d1-8e50-1276d52223af	Cell		Positive	Annotation	Polygon	267.44	1303.2	25.2647	34.1104	0.2729	15.7907	2.5577	NaN	1.7727	234	2.2432	8	0	8	142.7576	18844	30.6547	199	75	124	2.3561	311	2.7853	10	0	10	115.1406	67.8005	0.3148	32.66	5.5396	NaN	0.9337	1.8316	11	0	72.9212	46.8868	202	12	0.9068	1.9524	13	0	0.6737	1.5997	11	0	51.2817	24.6448	202	12	0.4577	1.3229	13	0	0.2215	5	267.0457	206.2428	577.4108	7.6927	21448.2129	45981.3672
71_3_FITC.tif	9edaf8b5-eedb-490c-a8ae-c1a7fa883508	Cell		Positive	Annotation	Polygon	265.1	1312.9	18.845	28.7959	0.2856	12.2292	2.5699	NaN	3.7604	361	5.0799	23	0	23	158.0312	15171	32.9396	209	91	118	4.0208	386	4.9545	23	0	23	60.8837	53.9515	0.2628	26.3735	3.4029	NaN	1.3973	3.4037	23	0	92.9731	57.0108	209	12	1.4411	3.3798	23	0	0.2687	0.963	6	0	61.9005	35.9582	192	12	0.209	0.7253	5	0	0.3078	4	172.0467	55.9882	570.0725	6.1377	471.0022	662.0663
71_3_FITC.tif	0fd3618b-2f20-4bf3-9b81-e7e2d8b087b2	Cell		Positive	Annotation	Polygon	263.32	1320.9	5.1772	13.5558	0.354	6.538	1.0299	NaN	1.7	51	1.9678	7	0	7	98.3667	2951	8.552	110	79	31	2.4333	73	2.3146	7	0	7	52.8073	43.7997	0.3459	21.0783	3.4122	NaN	0.8203	1.7598	10	0	49.3281	28.1383	111	9	0.8359	1.8546	10	0	0.7035	1.7012	10	0	42.8186	22.9065	111	9	0.6239	1.68	10	0	0.0883	7	272.1074	118.1518	564.2169	6.1377	7406.0288	22946.3047
71_3_FITC.tif	6eef50b8-87cb-40d4-a227-7a03f0b03150	Cell		Positive	Annotation	Polygon	182.11	1393.6	7.2481	16.7987	0.3228	7.9803	1.4304	NaN	5.9024	242	5.7175	17	0	17	192.2927	7884	16.2022	210	150	60	6.561	269	5.9458	17	0	17	30.0277	38.9156	0.2492	18.7227	2.2035	NaN	3.8027	4.7953	17	0	142.5986	46.6622	210	75	2.2517	4.4242	17	0	2.9906	4.1392	16	0	123.3774	39.8787	201	75	0.5849	1.9216	13	0	0.2502	5	30.8745	8.524	132.428	1.6699	52.154	125.4948
71_3_FITC.tif	e96e9bc5-95c2-46ba-8b9a-9483d65c0e58	Cell		Positive	Annotation	Polygon	184.11	1392.4	5.1772	12.6805	0.4046	5.6008	1.2166	NaN	7.7586	225	7.1647	22	0	22	193.4138	5609	17.8436	217	152	65	7.4828	217	7.0994	22	0	22	23.608	30.8787	0.3111	14.8006	2.3063	NaN	4.3866	4.7996	22	0	132.0336	43.9707	217	76	2.2857	4.7087	22	0	3.3	3.0811	13	0	112.2556	28.9837	201	76	0.6111	1.3796	8	0	0.2136	4	63.6813	60.4382	132.1788	1.6699	1551.2477	5722.2036
71_3_FITC.tif	9893d7db-a7ca-4ad2-b548-be127335b9ec	Cell		Positive	Annotation	Polygon	179.93	1396.6	9.3189	16.0307	0.4557	7.4635	1.7341	NaN	11.1667	536	7.8992	24	0	24	200.2917	9614	15.8704	219	160	59	13.125	630	9.5151	29	0	29	34.7907	33.9168	0.3801	16.3294	3.0083	NaN	4.1221	6.5803	24	0	129.2384	58.9141	219	42	4.5291	7.8446	29	0	1.3952	3.0811	22	0	101.7339	44.6799	217	42	1.2016	3.3104	26	0	0.2598	4	38.5338	8.0686	134.8964	3.1016	63.6217	125.4948
71_3_FITC.tif	66115e20-b061-4620-a78b-186c011e0bc2	Cell		Positive	Annotation	Polygon	184.41	1408.1	24.8505	46.6809	0.1433	18.2435	2.7092	NaN	4.623	564	5.0996	26	0	26	183.9098	22437	16.0948	210	145	65	5.5246	674	5.6264	27	0	27	111.2059	68.7059	0.296	32.6497	5.1406	NaN	2.0037	3.9476	30	0	115.9091	55.4467	210	18	2.0111	4.1928	30	0	1.2374	3.1606	30	0	96.0144	46.3437	200	18	0.9832	2.9746	30	0	0.2187	7	86.8191	8.8077	357.9974	3.0932	2973.5391	15289.5762
71_3_FITC.tif	9d83b6dd-aac7-4b4c-aef2-845cc96e1fb3	Cell		Positive	Annotation	Polygon	178.8	1412.8	18.845	29.0122	0.2813	13.0531	2.3425	NaN	6.8763	667	6.9406	29	0	29	190.3814	18467	13.7897	222	158	64	7.5155	729	6.8543	29	0	29	94.4318	57.8151	0.355	27.6177	5.0347	NaN	2.5371	5.5218	36	0	108.083	58.8604	222	29	2.8537	5.7033	36	0	1.3712	4.4071	36	0	85.9695	45.078	205	29	1.6011	4.619	36	0	0.2036	7	63.8163	89.6891	145.004	4.65	317.8248	1673.6476
71_3_FITC.tif	5b6da309-6605-4f27-95c3-7079586b625a	Cell		Positive	Annotation	Polygon	181.23	1406.2	0.2071	2.9927	0.2906	1.4402	0.3359	NaN	0.3333	1	0.5774	1	0	1	189.3333	568	1.5275	191	188	3	0	0	0	0	0	0	3.1063	9.4569	0.4365	4.5074	0.8134	NaN	0.0625	0.25	1	0	185.5	3.3862	191	180	0.9375	1.8428	7	0	0	0	0	0	184.6154	3.0697	190	180	1.1538	1.9936	7	0	0.1021	4	5.5399	5.2712	8.524	3.0932	7.9515	13.0521
71_3_FITC.tif	617122c6-3f7e-47e2-bb11-3fa9af8bac0d	Cell		Positive	Annotation	Polygon	163.38	1495.4	18.845	28.1229	0.2994	13.306	2.462	NaN	2.2708	218	3.4043	16	0	16	146.1875	14034	22.2717	181	97	84	2.8021	269	3.5082	15	0	15	77.4507	47.9807	0.4228	22.696	4.4579	NaN	1.1082	2.3005	16	0	90.4116	41.9435	181	21	1.1478	2.3837	15	0	0.7138	1.6043	9	0	71.4912	27.7985	155	21	0.5866	1.4907	9	0	0.2514	4	27.8072	8.4128	91.2363	3.1668	59.6053	124.9621
71_3_FITC.tif	bd341c93-01ee-4818-a819-f8c3fe4188e4	Cell		Positive	Annotation	Polygon	158.84	1500.4	22.9867	27.072	0.3941	11.6065	2.9614	NaN	2.4444	286	3.5802	13	0	13	146.2821	17115	18.4058	174	88	86	2.8547	334	3.6912	13	0	13	63.1617	54.7142	0.2651	26.3939	3.7251	NaN	0.9935	2.5084	13	0	93.6472	50.3449	174	18	1.1683	2.6636	13	0	0.1094	0.5352	4	0	61.5729	33.9156	140	18	0.1406	0.6019	4	0	0.3636	4	10.1702	6.4661	22.2349	5.5139	18.3311	33.0452
71_3_FITC.tif	9ae5b695-d8ac-4496-b0d4-b60138983b4d	Cell		Positive	Annotation	Polygon	160.43	1493.8	2.485	7.5933	0.5416	3.6307	0.7589	NaN	1.4615	19	1.898	6	0	6	123.3077	1603	8.4792	135	109	26	1.3846	18	1.9381	6	0	6	15.5316	26.1204	0.2861	12.6058	1.4496	NaN	1	1.7759	7	0	79.5949	33.9213	135	32	0.8734	1.7568	7	0	0.9091	1.7517	7	0	70.9848	30.1675	127	32	0.7727	1.7168	7	0	0.1149	7	53.1865	12.7985	232.8188	3.1668	351.9776	1673.6476
71_3_FITC.tif	29e335cb-fdaf-4f72-83fa-150d56c408ae	Cell		Positive	Annotation	Polygon	155.9	1509	31.0631	35.4773	0.3101	14.5421	3.9753	NaN	1.7451	267	2.5483	12	0	12	150.6993	23057	17.7798	177	95	82	1.8431	282	2.5369	12	0	12	94.0177	60.9073	0.3185	29.0001	5.0556	NaN	0.7576	1.8933	12	0	99.8428	47.1548	177	10	0.8406	1.9044	12	0	0.2623	1.1852	11	0	74.3311	35.0704	169	10	0.3377	1.2142	10	0	0.326	5	13.8115	12.7985	28.0352	5.0778	22.1088	37.8922
71_3_FITC.tif	ab942bb4-0f29-4cee-8f33-275cb1dad6d8	Cell		Positive	Annotation	Polygon	161.3	1511.5	5.5914	12.2325	0.4696	5.8147	1.4745	NaN	2.4333	73	2.6088	9	0	9	141.9333	4258	12.3705	161	120	41	2.4333	73	2.6088	9	0	9	19.052	27.9861	0.3057	13.6689	2.0845	NaN	2.0938	3.277	14	0	102.625	35.4915	161	28	2.0938	3.2609	14	0	1.9394	3.547	14	0	84.7576	27.1191	142	28	1.9394	3.5252	14	0	0.3075	5	8.7197	8.4199	17.358	1.7579	14.0894	26.9063
71_3_FITC.tif	9daab102-ee81-4828-9b51-32604374b68c	Cell		Positive	Annotation	Polygon	163.98	1511.5	5.5914	12.016	0.4866	5.7265	1.4456	NaN	5.9032	183	3.7803	14	0	14	128.0323	3969	18.0453	158	95	63	5.871	182	3.7925	14	0	14	40.7962	32.6254	0.4816	15.1924	3.3614	NaN	1.191	2.7124	14	0	56.7035	34.7273	158	23	1.1508	2.6944	14	0	0.3214	1.1284	9	0	43.5417	15.8948	93	23	0.2798	1.0606	9	0	0.1293	6	81.7253	58.5131	258.6154	1.7579	1023.9711	4930.4883
71_3_FITC.tif	07657b06-936c-4e86-95c6-ead25f1a4e3e	Cell		Positive	Annotation	Polygon	153.45	1516.6	5.3843	13.8778	0.3513	6.7131	0.9858	NaN	0.5556	15	1.1547	4	0	4	116.1481	3136	5.8422	126	106	20	0.5185	14	0.8932	3	0	3	48.6655	42.6791	0.3357	20.6629	3.1982	NaN	0.5546	1.6027	12	0	86.5798	23.8315	126	18	0.5504	1.587	13	0	0.5545	1.6535	12	0	82.7962	22.5819	124	18	0.5545	1.6563	13	0	0.1006	7	71.2525	26.2523	249.8724	5.0778	127.8598	636.924
71_3_FITC.tif	75e79f0f-2e0e-459a-917e-9478eab799c3	Cell		Positive	Annotation	Polygon	159.72	1525.7	10.5615	17.5324	0.4318	7.6785	1.8251	NaN	5.3273	293	6.0493	25	0	25	116.2	6391	19.4283	154	78	76	5.4	297	5.9926	25	0	25	77.0365	48.0105	0.42	23.0386	5.1006	NaN	1.0989	3.1399	25	0	66.4385	28.284	154	19	1.1952	3.1988	25	0	0.3699	1.3132	13	0	57.8589	19.2908	123	19	0.4702	1.5229	14	0	0.1326	6	54.7132	17.4909	242.5046	12.7473	265.6234	894.5132
71_3_FITC.tif	2f541679-c9d1-4b32-8821-970958dda6ca	Cell		Positive	Annotation	Polygon	157.24	1538.4	9.526	21.2198	0.2659	10.3977	1.3858	NaN	9.5106	447	9.271	36	0	36	118.9362	5590	16.9018	149	81	68	9.4255	443	9.1882	36	0	36	60.8837	51.983	0.2831	25.4164	3.4836	NaN	1.7324	5.0463	36	0	67.2475	28.2878	149	22	1.6589	4.9755	36	0	0.2817	1.0197	8	0	57.6071	17.4384	103	22	0.2103	0.7193	5	0	0.148	9	98.4589	28.0352	281.0242	4.1163	883.7932	4231.2295
71_3_FITC.tif	2c5888de-2d56-4cae-8408-ba53adff6d80	Cell		Positive	Annotation	Polygon	153.62	1539.7	19.4662	25.1805	0.3858	10.9543	2.6839	NaN	4.2268	410	5.2629	18	0	18	131.9588	12800	16.3974	161	93	68	4.2268	410	5.2032	18	0	18	101.4728	58.5833	0.3715	27.4651	5.0296	NaN	1.4929	3.6142	21	0	79.8024	36.7126	161	12	1.4908	3.5865	21	0	0.8198	2.6874	21	0	66.9619	27.8942	136	12	0.8173	2.6687	21	0	0.1973	3	14.6407	13.5534	26.2523	4.1163	25.4784	39.3588
71_3_FITC.tif	8a002fd2-091a-4282-a974-0ab3076335dc	Cell		Positive	Annotation	Polygon	152.25	1556.1	3.5205	9.3751	0.5033	4.4286	1.1572	NaN	17.65	353	10.7863	34	0	34	128.95	2579	14.6556	148	99	49	17.6	352	10.738	34	0	34	57.7774	38.4225	0.4918	17.9935	4.4774	NaN	2.5484	6.6951	34	0	53.4803	34.3798	148	8	2.4839	6.6909	35	0	1.3822	4.5483	34	0	47.6525	27.9671	135	8	1.3166	4.5461	35	0	0.0631	5	54.6506	39.755	106.4462	13.5534	85.9902	186.6226
71_3_FITC.tif	8d1ee6d3-b1ec-4b1b-ba7e-8f9dc313b495	Cell		Positive	Annotation	Polygon	143.94	1647.9	9.7331	14.1032	0.6149	6.1932	2.1517	NaN	5.2692	274	6.7217	22	0	22	159.2308	8280	16.1435	187	122	65	6.4038	333	7.6319	28	0	28	67.0963	40.7586	0.5075	18.7238	4.7799	NaN	1.8262	4.8333	30	0	109.939	33.8655	187	49	1.9726	5.1642	30	0	1.1775	4.0909	30	0	100.6522	27.7383	173	49	1.1377	4.0617	30	0	0.144	4	68.9411	64.6358	136.334	10.1588	79.06	128.4015
71_3_FITC.tif	8f048407-8034-4ac2-9c9c-0024ae88ef52	Cell		Positive	Annotation	Polygon	146.77	1658.6	36.2403	41.6161	0.263	17.6712	4.0858	NaN	7.7151	1381	8.696	32	0	32	190.3799	34078	21.8465	227	132	95	8.6872	1555	9.3768	34	0	34	116.5902	66.2406	0.3339	27.7084	7.4551	NaN	2.8479	6.0392	32	0	140.2115	43.1398	227	49	3.2867	6.6726	34	0	0.631	1.7449	12	0	117.3613	28.66	206	49	0.827	2.3551	22	0	0.3064	5	61.1165	43.3317	123.0185	10.1588	163.0224	437.7102
71_3_FITC.tif	2f54ceca-f5e5-4779-af81-a747ef2a0ab0	Cell		Positive	Annotation	Polygon	146.01	1684.9	65.6467	70.595	0.1655	34.0068	3.1217	NaN	5.5312	1770	6.6161	33	0	33	185.4312	59338	20.1341	228	137	91	6.4563	2066	7.1494	33	0	33	199.4251	87.1318	0.3301	41.5587	6.6132	NaN	2.156	4.6897	33	0	125.3171	53.9964	228	25	2.6136	5.1641	33	0	0.4892	1.6946	19	0	95.6312	38.5727	207	25	0.716	1.9355	20	0	0.3287	3	25.3868	22.6272	32.6635	20.8698	31.1888	41.005
71_3_FITC.tif	bb1536a3-991b-4ac4-b3c1-c26de41ad3e1	Cell		Positive	Annotation	Polygon	149.88	1706.1	12.6323	25.544	0.2433	12.3525	1.3889	NaN	3.9296	279	5.645	21	0	21	163.831	11632	16.2155	195	133	62	4.2817	304	5.7226	21	0	21	86.3554	55.5828	0.3513	26.821	4.7088	NaN	1.599	3.7046	21	0	106.1647	42.5737	195	31	1.8425	3.8068	21	0	1.1236	2.9607	21	0	94.3994	36.2091	177	31	1.3448	3.0635	21	0	0.1558	5	94.6239	118.8631	165.9146	20.8698	979.9839	3191.9971
71_3_FITC.tif	1ddc95f0-e30d-4412-bde3-909b322171a7	Cell		Positive	Annotation	Polygon	208.09	1762.8	5.5914	11.8559	0.4999	5.6179	1.4785	NaN	3.9355	122	3.4635	12	0	12	84.871	2631	11.1078	99	60	39	3.7097	115	3.1219	12	0	12	86.1483	48.3099	0.4639	23.017	4.9664	NaN	1.0576	2.301	16	0	55.06	15.0363	99	22	0.8993	2.2133	16	0	0.8264	2.0164	16	0	52.6658	12.545	99	22	0.6736	1.9612	16	0	0.0638	8	225.9838	236.6325	447.8503	60.2951	4334.6128	15289.5762
71_3_FITC.tif	3ee3a0e4-afe2-49d8-ae98-dee930cb6cba	Cell		Positive	Annotation	Polygon	183.21	1817.6	55.2923	56.8119	0.2153	26.8293	3.5959	NaN	2.2416	603	2.8699	13	0	13	136.7398	36783	26.4105	185	68	117	2.3123	622	2.9623	13	0	13	195.4905	90.0089	0.3032	43.0172	7.0051	NaN	1.1886	2.1587	13	0	74.3263	46.0641	185	9	0.875	1.9865	13	0	0.7689	1.6205	10	0	49.4533	22.7405	139	9	0.3022	0.9375	6	0	0.2832	6	88.1236	58.8775	281.0242	4.4145	1338.4664	4231.2295
71_3_FITC.tif	177ca459-5cef-4d75-8bf3-dddfbc2eef2a	Cell		Positive	Annotation	Polygon	179.53	1824.8	7.6622	19.2714	0.2593	8.888	1.6468	NaN	1.3721	59	2.4691	11	0	11	90.186	3878	8.2815	106	73	33	1.2326	53	2.3283	11	0	11	60.2624	46.399	0.3518	22.5459	3.5125	NaN	0.9349	2.0423	11	0	59.7774	18.7173	106	30	0.6849	1.5631	11	0	0.8594	1.9552	11	0	54.5261	14.5414	94	30	0.5904	1.374	8	0	0.1427	7	180.2194	65.177	519.8857	2.2913	656.5751	3250.2258
71_3_FITC.tif	6cb905e9-26d2-41b9-a537-94f3f9204afb	Cell		Positive	Annotation	Polygon	181.51	1822.3	0.4142	3.5042	0.4239	1.6751	0.27	NaN	0	0	0	0	0	0	105.3333	316	3.7859	108	101	7	0	0	0	0	0	0	1.8638	7.2559	0.4449	3.5298	0.5761	NaN	0	0	0	0	105.7	6.4644	117	96	0	0	0	0	0	0	0	0	105.8571	7.6033	117	96	0	0	0	0	0.1756	3	20.4971	4.4145	54.7856	2.2913	51.9257	98.4839
71_3_FITC.tif	461249b0-15ae-47b4-b5df-1860e7bd0c74	Cell		Positive	Annotation	Polygon	212.54	1865	27.5426	35.4015	0.2762	16.9286	2.5679	NaN	4.9493	683	5.5819	21	0	21	169.8913	23445	27.4951	210	111	99	5.2029	718	5.5935	21	0	21	109.7563	68.1018	0.2974	32.8638	5.2102	NaN	1.5385	3.6109	21	0	85.9756	58.8603	210	8	1.5704	3.6729	21	0	0.3468	1.1282	10	0	56.6582	32.9698	202	8	0.3013	1.0485	12	0	0.2542	6	49.0297	54.3046	103.8193	11.9972	368.5658	1441.7152
71_3_FITC.tif	f004c460-2b01-4f60-9cba-6f79463d9df9	Cell		Positive	Annotation	Polygon	224.99	1867.7	23.608	27.3716	0.396	12.5901	3.0804	NaN	4.0407	497	4.6894	22	0	22	104.7805	12888	21.5412	140	46	94	4.1545	511	4.7253	22	0	22	149.5171	65.1382	0.4428	31.0126	6.6268	NaN	1.0083	2.6039	22	0	46.8377	30.8923	140	7	1.0388	2.6596	22	0	0.3846	1.183	9	0	34.9197	14.9043	91	7	0.398	1.2476	10	0	0.1588	6	148.7149	94.8783	550.3985	11.9972	5891.9087	22946.3047
71_3_FITC.tif	d47cfddf-2453-442f-a97d-c8d1a199ace8	Cell		Positive	Annotation	Polygon	216.32	1880.9	68.753	60.9325	0.2327	28.3658	3.7561	NaN	11.0239	3693	11.9475	57	0	57	192.2119	64391	28.0987	240	103	137	11.5791	3879	12.2857	59	0	59	197.1472	89.1705	0.3116	43.5255	6.5042	NaN	4.0725	8.783	57	0	110.6954	67.5432	240	20	4.3099	9.0883	59	0	0.2982	1.0729	10	0	66.436	32.2365	172	20	0.363	1.1556	9	0	0.3467	6	163.7453	93.1193	425.9301	12.2923	1976.9177	4535.5181
71_3_FITC.tif	50b3ee3e-3c3f-4cd8-ae78-47aa91b2fc66	Cell		Positive	Annotation	Polygon	307.56	1879.8	45.5592	60.4739	0.1565	24.535	3.3824	NaN	1.095	242	1.5797	7	0	7	122.0362	26970	20.621	160	76	84	1.3348	295	1.7853	7	0	7	184.5148	86.9526	0.3067	39.9006	6.8339	NaN	0.6105	1.3391	9	0	74.1987	35.193	160	14	0.5825	1.3259	9	0	0.4507	1.209	9	0	58.4194	22.4173	136	14	0.3343	1.0208	9	0	0.2462	7	340.1457	473.939	577.4108	11.2666	10782.1328	45981.3672
71_3_FITC.tif	b88d3472-a0ec-42ac-8f3b-b5346f225a28	Cell		Positive	Annotation	Polygon	309.29	1896.5	5.1772	12.431	0.421	5.8067	1.2667	NaN	0.5357	15	0.9993	3	0	3	105.4643	2953	10.6822	120	85	35	0.6071	17	0.994	3	0	3	37.0686	30.9493	0.4863	13.7733	3.2262	NaN	0.7527	1.7556	12	0	82.6209	16.9795	120	44	0.7143	1.7259	12	0	0.7922	1.8601	12	0	78.4675	14.4245	112	44	0.7338	1.8295	12	0	0.1393	5	213.8958	159.4924	484.4318	11.2666	9840.6465	40450.9883
