Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
71_5_FITC.tif	29f132aa-9c98-44c9-abbe-3c02ca77a2bc	Cell		Positive	Annotation	Polygon	323.49	630.64	22.9867	24.6748	0.4744	11.0427	3.1139	NaN	3.287	378	3.7551	18	0	18	144.5652	16625	27.3609	183	80	103	3.6	414	3.8996	18	0	18	101.887	47.1316	0.5764	21.2271	6.6268	NaN	2.417	3.2296	20	0	66.6802	53.4776	183	1	1.247	2.8866	20	0	2.153	3.0084	20	0	43.0475	33.1461	156	1	0.533	2.0213	20	0	0.2249	7	182.0265	135.5871	434.2819	11.6851	2050.0066	7500.9326
71_5_FITC.tif	76ea6fed-f643-44b9-8516-058cac2d5a56	Cell		Positive	Annotation	Polygon	324.28	649.07	22.1583	31.4872	0.2809	14.5116	2.6523	NaN	2.6609	306	4.5187	20	0	20	145.4783	16730	21.3354	181	90	91	2.7478	316	4.5245	20	0	20	108.7209	56.8305	0.423	26.4921	6.165	NaN	2.6031	3.6828	20	0	88.1031	36.6843	181	28	0.7958	2.4694	20	0	2.5868	3.4175	13	0	71.9707	20.2263	138	28	0.2469	0.849	8	0	0.2084	5	131.6564	107.5798	342.8495	11.6851	2894.2581	12801.1016
71_5_FITC.tif	b90eaa07-2d4a-44ff-9e66-f4db620be7f7	Cell		Positive	Annotation	Polygon	410.19	704.06	6.2126	15.5471	0.323	7.4417	1.3377	NaN	22.7714	797	7.5696	33	3	30	217.3143	7606	7.7451	227	196	31	23.2286	813	7.5072	32	4	28	59.4341	40.7294	0.4502	19.2879	4.2802	NaN	8.8472	9.9643	33	0	158.6389	67.6319	227	5	10.0764	10.9089	37	0	6.9209	8.6425	31	0	150.5217	68.2418	225	5	8.2569	10.029	37	0	0.0987	7	43.5719	27.5245	113.1748	7.7559	607.785	2582.7715
71_5_FITC.tif	137d664f-2bed-4964-9534-73ab68823fb0	Cell		Positive	Annotation	Polygon	412.64	715.99	5.5914	18.8175	0.1984	9.3023	0.8883	NaN	27.6129	856	6.1843	41	16	25	221.6452	6871	5.4866	233	212	21	29.6774	920	7.1105	41	16	25	51.7718	47.7072	0.2858	23.1517	2.9507	NaN	14.0397	10.205	41	0	201.0476	24.5746	233	104	15.0357	11.1571	41	0	12.1357	9.1651	32	0	198.1584	24.8341	227	104	12.9819	10.034	37	0	0.111	4	16.1197	16.225	29.9578	2.071	123.1489	366.8596
71_5_FITC.tif	267bde88-5e9a-442e-a6f5-435fae4c9b05	Cell		Positive	Annotation	Polygon	351.51	714.15	12.0111	21.5649	0.3246	10.1513	1.7123	NaN	6.5167	391	6.245	21	0	21	123.9167	7435	19.5442	158	85	73	7.15	429	5.7661	21	0	21	79.7286	47.5774	0.4426	21.9087	5.1772	NaN	2.7861	4.1263	21	0	54.183	37.0522	158	8	1.7397	3.6939	21	0	2.1037	3.177	15	0	41.4268	22.3692	129	8	0.75	1.9485	13	0	0.1415	6	48.7591	46.5397	87.5786	9.7055	598.387	2582.7715
71_5_FITC.tif	4c8f6d01-53d6-4ac5-b332-51cc0405b213	Cell		Positive	Annotation	Polygon	410.16	719.36	2.6921	8.83	0.4339	4.1605	0.765	NaN	24.8571	348	2.2823	28	19	9	219.5	3073	1.7431	222	215	7	28.2143	395	3.4234	33	23	10	25.8859	30.349	0.3532	14.6247	2.4547	NaN	15.9134	9.6272	34	0	208.7795	12.8322	229	171	17.8346	10.6008	38	0	14.8053	9.6138	34	0	207.4513	12.9904	229	171	16.5487	10.4847	38	0	0.0883	6	39.2282	44.1303	75.6278	2.071	595.7575	2060.2205
71_5_FITC.tif	d75a3031-d0e5-4494-afd3-1a8f840b7aa0	Cell		Positive	Annotation	Polygon	351.99	729.13	11.3898	20.1847	0.3513	9.4018	1.6749	NaN	5.7797	341	6.1646	23	0	23	115.322	6804	20.9395	145	70	75	5.5085	325	6.4041	23	0	23	60.2624	36.6145	0.5649	16.3451	5.2106	NaN	2.686	4.2463	23	0	59.215	33.806	145	14	1.4266	3.6573	23	0	1.906	3.1785	20	0	45.0684	18.027	100	14	0.3974	1.1272	6	0	0.1891	5	36.6844	35.5995	62.0923	9.7055	328.1597	1046.8086
71_5_FITC.tif	c32d42d3-6904-44b1-a269-36b1ffc34c59	Cell		Positive	Annotation	Polygon	422.86	742.41	28.9922	28.1287	0.4605	12.4528	3.4815	NaN	12.0276	1744	15.0674	70	0	70	190.7862	27664	26.5558	235	122	113	12.5931	1826	15.6247	70	0	70	160.9069	62.7002	0.5143	29.0244	7.8069	NaN	2.7728	8.0097	70	0	112.5379	48.1626	235	27	2.5635	8.2979	70	0	0.6562	1.7601	15	0	94.642	31.1008	177	27	0.2697	0.8824	7	0	0.1782	5	29.0743	29.9578	36.3078	18.6595	148.7112	366.8596
71_5_FITC.tif	bdb60fa3-615f-45e3-a7e6-3bf332dd78e5	Cell		Positive	Annotation	Polygon	350.21	740.31	5.5914	14.1363	0.3516	6.8877	1.0648	NaN	16.8065	521	11.4613	35	1	34	154.5161	4790	12.6804	174	129	45	17.4194	540	10.0192	35	4	31	36.0332	28.1036	0.5733	12.5953	4.3533	NaN	6.2247	8.0791	35	0	70.4831	50.0756	174	9	3.5	7.805	35	0	3.9932	4.8321	17	0	52.7619	34.5165	158	9	0.5646	1.8471	12	0	0.1417	4	17.2787	17.8439	25.6885	7.7388	12.4562	22.1938
71_5_FITC.tif	f362526b-9b36-4b32-85a2-737db13683cd	Cell		Positive	Annotation	Polygon	351.18	765.09	76.2082	67.3073	0.2114	31.3553	4.2422	NaN	9.742	3663	8.8438	31	0	31	194.4176	73101	21.735	226	129	97	12.2473	4605	10.6653	39	0	39	225.5182	87.8802	0.367	41.9955	7.6622	NaN	4.0954	7.0427	31	0	121.9917	62.6179	226	15	4.7624	8.5215	39	0	1.1218	2.9919	22	0	83.8515	38.9532	186	15	0.8207	2.4458	22	0	0.338	9	284.6363	75.6278	1061.6932	12.1241	24186.3008	85706.0312
