Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	140.21	144.41	15.6857	15.0907	0.8656	5.8226	3.4106	0.8411	10.775	431	5.7042	24	0	24	59.075	2363	12.0499	81	38	43	0.9	36	1.9585	8	0	8	158.8181	44.9925	0.9859	15.5073	13.1552	0.5399	8.1527	5.3441	24	0	27.7291	13.4289	81	3	0.3128	1.0924	9	0	7.8661	5.2323	24	0	24.3033	8.0708	52	3	0.2486	0.9339	9	0	0.0882	4	482.666	502.6223	613.1975	312.2217	45835.7578	82669.8594
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	751.03	195.19	13.3329	16.6191	0.6066	6.4027	3.5091	0.8263	24.7895	942	7.2416	36	7	29	51.6053	1961	5.7916	63	38	25	0.4737	18	1.1327	4	0	4	168.2296	46.6617	0.9709	16.0098	13.4424	0.5132	18.5828	7.8381	39	1	37.669	8.726	63	16	0.5338	1.4247	7	0	17.9795	7.6373	39	1	36.3146	7.7212	56	16	0.5396	1.451	7	0	0.0819	6	143.9383	56.5214	613.1975	16.1138	6393.2725	29992.8359
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	770.46	197.64	9.4114	15.5596	0.4885	5.2274	3.5782	0.8783	50.9655	1478	18.5115	74	6	68	62.6897	1818	10.5462	81	40	41	1.0345	30	2.0086	6	0	6	85.8794	37.5794	0.7642	15.0487	8.1568	0.8517	21.8571	16.3838	74	0	44.8973	9.5773	81	27	0.3661	1.2053	7	0	17.5282	10.6584	63	0	42.2513	5.9181	56	27	0.2667	1.0055	7	0	0.1087	4	15.8794	11.1817	37.0427	4.1116	32.4048	54.0296
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	764.07	204.34	26.2736	22.367	0.66	9.7907	3.9303	0.9004	60.8696	4200	16.1682	84	15	69	69.9855	4829	12.302	88	39	49	0.8696	60	1.8936	8	0	8	141.1716	48.7238	0.7473	18.9762	9.8018	0.8702	26.1209	22.2739	84	0	41.5302	16.8147	88	15	0.5577	1.6004	8	0	17.9932	14.228	81	0	34.8746	8.9223	78	15	0.4847	1.5182	8	0	0.1832	5	21.321	16.1138	45.6528	3.6099	182.5244	475.1192
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	771.38	205.27	2.745	5.7074	1	2.1211	1.5581	0.3531	43.7778	394	16.7016	64	15	49	60.6667	546	12.083	82	45	37	3.2222	29	5.4493	17	0	17	22.7443	18.3409	0.8497	6.7912	4.428	0.7497	18.7049	13.805	64	2	36	12.2229	82	17	0.6885	2.349	17	0	14.3654	7.0933	37	2	31.7308	5.1871	45	17	0.25	0.7106	3	0	0.0848	4	19.1259	19.1906	34.5124	3.6099	110.4933	328.8373
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	797.42	222.95	10.98	12.6106	0.8676	4.7478	2.8997	0.7897	18.5	555	8.7247	40	7	33	54.8	1644	7.7121	75	43	32	2.4333	73	2.7378	8	0	8	141.1716	42.6696	0.9744	14.3302	11.8981	0.5004	21.6298	11.7984	54	0	34.0691	9.6953	75	8	0.6243	1.5762	8	0	21.9127	12.0076	54	0	32.1958	7.405	53	8	0.4608	1.3151	8	0	0.069	5	92.8599	37.0427	191.2752	19.9874	607.2094	1194.1614
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	782.08	235.55	22.7443	20.5258	0.6784	6.811	4.6273	0.6266	20.3333	1281	6.2811	35	7	28	60.4286	3807	11.8902	89	40	49	1.254	79	3.0478	18	0	18	186.6603	49.0424	0.9753	16.8307	14.4029	0.4744	16.818	8.1528	35	0	33.477	13.4031	89	8	0.3745	1.4245	18	0	16.2843	8.277	35	0	29.3855	7.6478	53	8	0.241	0.9008	11	0	0.1202	8	65.8471	35.5677	167.1834	19.9874	767.5956	3174.9846
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	759.79	246.87	30.9793	27.0304	0.5328	10.3693	4.3109	0.9341	44.2209	3803	10.6267	64	12	52	57.8837	4978	9.2906	75	37	38	0.3605	31	1.0165	6	0	6	200.7775	54.3324	0.8547	18.4169	14.3165	0.4642	24.3333	13.3431	64	1	35.3372	13.6417	75	14	0.3509	1.0522	8	0	20.3279	9.7735	54	1	30.7963	9.1186	57	14	0.3489	1.0604	8	0	0.1593	4	32.9412	35.8081	53.6866	6.4619	239.4874	475.1192
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	756.25	256.53	3.9214	6.9844	1	2.6854	1.561	0.7936	39.5455	435	8.5013	54	23	31	52.0909	573	4.0362	59	47	12	0.3636	4	0.6742	2	0	2	52.9394	27.6699	0.8689	11.0641	6.2914	0.827	21.6667	14.1799	54	0	32.3188	12.6866	59	4	0.6594	1.5544	7	0	20.1181	13.5117	54	0	30.6063	11.6885	56	4	0.685	1.607	7	0	0.0526	5	46.678	59.3562	76.9059	6.4619	753.1172	1507.6516
24C_F1_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	709.58	289.99	19.215	19.1995	0.655	7.2245	3.6111	0.8895	12.5385	652	3.7806	22	4	18	51.9231	2700	5.2388	65	40	25	0.4423	23	1.1617	6	0	6	183.5231	49.1274	0.9555	16.624	13.4288	0.5925	10.5352	5.2311	24	0	32.661	12.6052	65	2	0.3795	1.1402	6	0	10.2854	5.3356	24	0	30.259	11.1007	53	2	0.3717	1.1387	6	0	0.1041	8	229.1437	153.3198	587.541	46.699	18132.6133	82669.8594
