Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
88_8_FITC.tif	d029cb5f-ff11-4242-93d0-a6d91216573a	Cell		Positive	Annotation	Polygon	330.38	485.83	3.5205	12.4892	0.2836	5.964	0.983	NaN	9.6364	212	11.2823	39	0	39	59.3636	1306	18.1069	94	33	61	9.5	209	11.1984	39	0	39	51.1506	43.1102	0.3459	20.7503	3.6663	NaN	0.8876	4.2781	39	0	13.3695	18.7969	94	0	0.8715	4.235	39	0	0.0396	0.2872	3	0	8.9119	11.4614	60	0	0.0352	0.28	3	0	0.0781	5	123.8293	139.4703	178.9814	6.6076	1505.4785	3162.0703
88_8_FITC.tif	46a518db-b41e-4258-89e0-f8baf2b27bb6	Cell		Positive	Annotation	Polygon	328.07	496.26	15.7386	23.1889	0.3678	10.3588	2.4538	NaN	2.2	165	3.2839	18	0	18	61.9333	4645	13.9675	92	30	62	2.2267	167	3.2532	17	0	17	90.4972	54.9216	0.377	26.4468	5.5227	NaN	0.451	1.6405	18	0	22.1276	22.7423	92	0	0.4601	1.6365	17	0	0.0907	0.5353	5	0	13.9258	13.7649	55	0	0.0962	0.5445	5	0	0.1637	4	117.6722	145.7212	172.6387	6.6076	3424.5293	8691.124
88_8_FITC.tif	44e4853d-3b2d-41a1-b26f-3bfd368c25f3	Cell		Positive	Annotation	Polygon	207.82	538.99	17.3953	19.4841	0.5758	8.6626	2.5883	NaN	11.2809	1004	9.7794	37	0	37	105.5393	9393	35.9539	164	31	133	11.236	1000	9.8362	37	0	37	123.217	54.506	0.5212	25.0863	6.4124	NaN	1.6817	5.5037	37	0	20.3099	40.0017	164	0	1.675	5.507	37	0	0	0	0	0	5.378	12.5738	71	0	0	0	0	0	0.1412	8	382.1203	257.6156	795.8938	128.7257	9461.2793	29589.084
88_8_FITC.tif	4f3a61e9-a474-4a43-919d-c8af5e687639	Cell		Positive	Annotation	Polygon	290.09	650.46	7.6622	16.5863	0.35	8.0066	1.3179	NaN	4.4545	196	6.6803	26	0	26	60.5227	2663	18.8019	99	27	72	4.4773	197	6.6279	26	0	26	71.2381	45.8939	0.425	21.8706	4.7218	NaN	0.5884	2.793	26	0	18.0058	22.581	99	0	0.5942	2.7803	26	0	0.0233	0.1901	2	0	11.7907	15.1701	60	0	0.0266	0.1806	2	0	0.113	6	111.2871	129.0248	179.453	12.3932	4487.6606	8691.124
88_8_FITC.tif	59826251-1923-431f-b90c-a67120e579e0	Cell		Positive	Annotation	Polygon	288.48	666.8	18.0166	27.8357	0.2922	10.9269	2.6714	NaN	1.5111	136	2.8492	14	0	14	68.0222	6122	19.5982	104	28	76	1.5222	137	2.8609	14	0	14	110.5847	53.6194	0.4833	24.8839	6.4004	NaN	0.3664	1.3943	14	0	26.0093	27.8559	104	0	0.3682	1.3972	14	0	0.1348	0.6259	6	0	17.5124	20.6421	82	0	0.1348	0.6186	6	0	0.1626	3	95.3981	106.0648	167.7362	12.3932	2084.4473	5678.5249
88_8_FITC.tif	e47a5c0d-fb58-4416-9e24-55a29fe5a206	Cell		Positive	Annotation	Polygon	244.26	761.1	4.763	9.5257	0.6596	4.0449	1.5501	NaN	15.68	392	16.0565	52	0	52	56.64	1416	26.4998	103	13	90	15.64	391	16.0932	52	0	52	80.1428	43.6817	0.5278	20.0294	4.9701	NaN	1.0103	5.554	52	0	5.1572	15.653	103	0	1.0077	5.5538	52	0	0	0	0	0	1.6116	4.4418	30	0	0	0	0	0	0.0545	5	125.4139	109.5289	225.2774	68.4098	4243.3325	7052.771
88_8_FITC.tif	43489dc0-4195-4bfc-8abd-3fbee737f806	Cell		Positive	Annotation	Polygon	331.7	827.15	6.0055	14.626	0.3528	7.0051	1.1616	NaN	10	310	8.9331	27	0	27	52.8387	1638	19.2425	86	21	65	9.9355	308	8.8804	27	0	27	82.6279	48.6935	0.4379	23.0224	4.5559	NaN	0.775	3.6287	27	0	6.24	15.3552	86	0	0.77	3.6062	27	0	0	0	0	0	2.3252	5.2126	37	0	0	0	0	0	0.0714	9	241.8256	160.9295	724.8322	102.1136	14239.0586	63426.1484
88_8_FITC.tif	4e1fdd67-0ff8-4317-a6e9-ee73101752da	Cell		Positive	Annotation	Polygon	229.59	827.96	3.9347	11.0783	0.4029	5.292	0.9113	NaN	17.2857	363	16.5986	54	0	54	63.381	1331	23.7602	106	27	79	17.2857	363	16.6588	54	0	54	73.9302	46.1281	0.4366	22.0077	4.3488	NaN	1.028	5.6622	54	0	6.1681	16.4452	106	0	1.028	5.6722	54	0	0.0119	0.1333	2	0	2.5923	5.9729	32	0	0.0119	0.1333	2	0	0.0436	5	299.1308	289.9538	709.3899	68.4098	15031.0127	36100.4766
88_8_FITC.tif	ffcdda08-8cb8-4d2c-a26d-bcb494358952	Cell		Positive	Annotation	Polygon	154.54	1145.1	6.0055	11.7783	0.544	5.5709	1.5358	NaN	18	576	18.3637	56	0	56	87.9062	2813	28.5616	136	40	96	18	576	18.383	56	0	56	84.6987	46.5962	0.4902	22.0039	5.1716	NaN	1.4453	6.9846	56	0	19.3309	23.7111	136	0	1.4428	6.9887	56	0	0.0475	0.3135	3	0	13.5409	10.545	52	0	0.0449	0.3096	3	0	0.066	6	371.3421	373.5902	608.4733	155.3312	15468.9424	29589.084
88_8_FITC.tif	705d1e44-16bf-454f-bcb8-04cf055db1dd	Cell		Positive	Annotation	Polygon	46.99	1257.2	4.5559	11.0369	0.47	5.0425	1.121	NaN	26.5	689	29.4201	83	0	83	96.7692	2516	31.551	149	48	101	26.5	689	29.5232	83	0	83	78.9003	46.5526	0.4575	22.0022	4.553	NaN	2.1785	10.312	83	0	10.5302	27.2168	149	0	2.1759	10.3307	83	0	0.3972	2.5284	30	0	4.2141	11.7737	78	0	0.3944	2.5238	30	0	0.0541	6	265.7057	179.7309	736.0424	60.4942	10094.0459	29589.084
