Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	469.91	139.43	5.49	7.9029	1	3.0672	1.8676	0.7988	4.8571	68	7.2839	25	0	25	41.1429	576	12.4212	70	27	43	4.7857	67	7.3294	25	0	25	111.7609	37.8245	0.9816	12.7408	10.6456	0.4353	1.8188	2.5327	25	0	14.2439	9.0029	70	1	0.2997	1.8998	25	0	1.663	1.926	8	0	12.8645	6.2208	29	1	0.0696	0.3722	3	0	0.0367	7	124.621	123.3926	213.3152	69.7323	2293.1851	4526.2056
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	583.3	167.31	11.7643	15.3357	0.6286	6.3651	2.4431	0.9408	7.3824	251	5.0991	19	0	19	52.5588	1787	11.6181	73	35	38	4.3235	147	4.9587	14	0	14	99.9966	38.6312	0.842	15.2889	8.4661	0.8372	2.7004	3.1856	19	0	17.4358	15.7606	73	2	0.6537	2.3186	14	0	1.9865	1.9921	8	0	12.0807	6.9737	43	2	0.0942	0.4084	3	0	0.1197	5	46.0936	45.3916	118.5421	5.3563	534.7655	1980.7982
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	592.32	164.75	6.6664	9.4816	0.9318	3.6207	2.2206	0.8252	4.0556	73	3.9627	16	0	16	38.1667	687	8.7464	63	25	38	2.7778	50	4.1806	16	0	16	56.4687	28.6011	0.8675	10.5052	8.0022	0.6064	1.6892	2.2432	16	0	14.8784	12.2568	63	0	0.4595	1.8122	16	0	1.3615	1.6659	9	0	11.6538	8.6578	38	0	0.1385	0.7651	8	0	0.0976	5	37.3022	25.2402	123.3926	4.3116	47.1563	137.4023
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	591.04	172.7	10.1957	13.0422	0.7532	4.9543	2.8343	0.8328	8.2581	256	6.8018	25	0	25	49.5484	1536	15.5496	85	27	58	4.4839	139	5.549	21	0	21	78.8208	34.0041	0.8566	12.8343	7.9887	0.7424	2.3824	3.9804	25	0	20.9706	14.8619	85	4	0.8382	2.7089	21	0	1.3295	1.8144	8	0	15.8497	6.7039	39	4	0.185	0.6823	5	0	0.1401	4	19.9062	14.0958	47.1217	4.3116	173.5394	516.9766
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	258.98	173.5	12.1564	15.5124	0.6348	6.8378	2.4743	0.9326	12.6667	418	11.1626	51	1	50	74.9697	2474	30.9591	140	31	109	7.8788	260	11.7067	51	0	51	159.9945	46.0948	0.9463	16.8499	12.0422	0.7033	3.4425	4.7452	51	0	20.4939	20.579	140	3	0.7555	3.9406	51	0	2.633	2.3918	12	0	15.7128	9.7419	55	3	0.1303	0.5856	6	0	0.0718	5	103.1502	86.7344	213.3152	50.0673	1899.3102	2155.5869
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	337.69	177.17	25.4893	23.6691	0.5717	10.5153	3.7318	0.932	2.803	185	3.6171	13	0	13	70.3939	4646	22.9299	110	26	84	3.4394	227	4.1552	17	0	17	209.4046	53.7487	0.9109	19.8816	12.9149	0.7623	2.1364	3.2288	13	0	23.671	21.3433	110	1	0.4692	1.8579	17	0	2.0426	3.1633	13	0	17.0959	9.7758	58	1	0.0512	0.3483	5	0	0.1164	5	80.234	71.2335	137.2798	55.0794	2003.1193	4526.2056
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	605.37	184.54	5.0979	8.6333	0.8595	3.4076	1.8763	0.8172	3.8667	58	5.2081	17	0	17	53.3333	800	14.0543	81	35	46	3.5333	53	5.0972	16	0	16	77.6444	34.3182	0.8285	12.7408	8.2117	0.763	2.5373	3.1257	17	0	23.2139	12.0104	81	10	0.3433	1.6872	16	0	2.4301	2.8904	11	0	20.7849	7.8428	66	10	0.086	0.4686	5	0	0.0551	4	26.668	23.8167	56.0653	2.9733	157.4308	516.9766
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	610.01	189.26	3.5293	7.0549	0.8911	2.4246	1.9604	0.6658	10.8333	130	12.8476	42	0	42	75.4167	905	20.5756	117	49	68	10.8333	130	12.897	42	0	42	64.7037	31.7288	0.8077	12.2648	6.997	0.8156	2.3234	4.4698	42	0	21	17.4207	117	7	0.8683	4.3693	42	0	1.6645	1.9147	7	0	16.7871	6.9488	42	7	0.0968	0.6006	6	0	0.0504	7	66.6937	61.262	134.1319	2.9733	850.9236	3558.2534
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	534.19	187.01	4.3136	7.9481	0.8581	2.9971	1.8658	0.7261	2.4615	32	4.1756	15	0	15	56	728	7.6048	71	42	29	2.4615	32	4.2351	15	0	15	56.0765	27.577	0.9266	10.1789	7.8023	0.6456	0.7095	1.6833	15	0	33.8041	11.9504	71	18	0.5203	1.6056	15	0	0.5407	1.1047	7	0	31.6667	9.9544	54	18	0.3333	0.906	7	0	0.0592	8	27.7095	17.2246	81.5458	4.1775	450.4881	1980.7982
76A_6_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	533.55	199.06	19.9993	23.7063	0.4472	9.374	3.703	0.9428	0.9091	50	1.4691	5	0	5	54.3818	2991	5.8957	68	42	26	0.5818	32	1.315	5	0	5	88.2323	38.866	0.734	15.0375	8.8625	0.8232	0.9167	1.4102	8	0	42.0877	10.1782	68	13	0.3421	1.0396	6	0	0.9191	1.3953	8	0	38.1792	7.8812	53	13	0.2659	0.9269	6	0	0.2241	6	11.0566	6.8811	28.4265	4.0618	50.2244	186.7039
