Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	439.92	190.82	10.98	14.6101	0.6464	6.2385	2.4478	0.926	4.6875	150	4.6102	22	0	22	42.5	1360	11.0891	73	25	48	3.5	112	5.1368	23	0	23	156.8574	45.3905	0.9567	15.8817	11.8907	0.6697	3.2095	1.8003	22	0	18.9526	9.5045	73	9	0.4015	1.7989	23	0	3.0813	1.2353	8	0	16.9106	5.9527	42	9	0.1328	0.6223	5	0	0.0679	5	246.0695	308.308	387.485	32.5044	17460.3457	34896.7656
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	557.67	202.22	11.7643	16.5074	0.5425	6.7448	2.5082	0.9466	8	272	3.2845	18	3	15	49.2353	1674	5.3658	63	38	25	1.6471	56	2.6955	11	0	11	115.2902	43.0895	0.7803	16.5272	9.6721	0.8195	5.5085	3.2512	18	0	24.9017	14.463	63	5	0.3864	1.4891	11	0	5.1839	3.109	15	0	21.7318	12.0565	62	5	0.2222	1.1621	11	0	0.0996	4	60.794	59.5949	119.5868	4.3995	363.2267	876.5819
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	562.3	208.65	11.7643	14.154	0.7379	5.4701	3.2967	0.7217	5.0606	167	3.0816	16	2	14	58.1515	1919	11.1106	82	37	45	3.2121	106	3.8871	17	0	17	101.173	40.5068	0.7749	15.3498	9.1251	0.8081	3.9349	1.8583	16	0	29.5134	13.9048	82	14	0.5785	1.9051	17	0	3.7719	1.5511	13	0	25.3684	8.2197	60	14	0.1974	0.9342	12	0	0.112	4	59.0933	59.0282	113.9171	4.3995	1690.4366	5291.0059
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	467.32	208.36	9.0193	10.8371	0.9651	4.0518	2.7346	0.6487	3.04	76	3.0067	11	0	11	49.2	1230	9.6177	69	36	33	2.2	55	3.2275	11	0	11	132.1523	41.0287	0.9865	13.7927	11.8981	0.4529	2.858	1.3794	11	0	22.3018	9.5754	69	8	0.2041	1.0853	11	0	2.8435	1.1648	6	0	20.1534	5.4144	48	8	0.0447	0.3552	5	0	0.0635	5	135.3473	93.9693	300.2692	32.5044	6598.04	21861.2578
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	584.71	212.66	10.98	13.3493	0.7743	5.3582	2.8681	0.8205	4.9	147	4.1051	14	0	14	54.6333	1639	11.5981	74	32	42	4.4	132	4.3597	13	0	13	147.4459	43.5408	0.9773	15.4106	12.4329	0.5638	2.7347	1.6881	14	0	21.0133	13.2606	74	5	0.443	1.705	13	0	2.5476	1.1148	6	0	18.1066	8.5638	42	5	0.1009	0.3016	1	0	0.0731	8	121.6534	108.8038	223.2132	24.0872	931.5117	3095.2502
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	71.34	292.41	12.1564	14.5778	0.7188	6.2448	2.3616	0.9211	4.8182	159	4.1417	17	1	16	40.6364	1341	11.3821	68	21	47	3.0909	102	4.3758	15	0	15	152.5438	44.5189	0.9672	16.2387	12.1032	0.6433	2.6923	1.9194	17	0	11.1821	10.4994	68	1	0.2641	1.5226	15	0	2.4958	1.4234	6	0	8.4594	4.5779	28	1	0.0028	0.0529	1	0	0.0822	3	196.3843	155.4085	382.4635	51.2809	15477.334	29283.1484
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	580.12	318.98	19.6072	21.7665	0.5201	8.0105	4.5383	0.8657	5.5714	312	6.838	27	0	27	70.4464	3945	22.6225	120	30	90	6.1429	344	7.1717	29	0	29	190.5817	50.7674	0.9292	18.1084	13.3042	0.6849	2.9078	2.8777	27	0	25.3975	20.2237	120	9	0.8381	3.1571	29	0	2.5625	1.5326	9	0	19.5579	9.9484	75	9	0.1505	0.7543	10	0	0.1056	10	142.011	136.0779	279.2884	15.1799	5959.1763	21861.2578
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	596.54	314.43	14.1172	14.5391	0.8392	5.7172	3.0961	0.8523	2.1622	80	1.8932	8	0	8	46.3784	1716	8.1662	61	34	27	1.2973	48	1.8688	7	0	7	89.0166	35.3732	0.894	13.2924	8.7602	0.7347	2.381	1.1238	8	0	23.1255	12.6218	61	11	0.2771	0.8999	7	0	2.4227	0.9086	5	0	18.6907	7.3476	46	11	0.0825	0.2758	1	0	0.1445	4	33.3564	12.036	104.2807	5.073	276.2784	853.2311
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	592.58	321.82	18.4307	22.5499	0.4555	9.4013	2.9876	0.9475	4.5741	247	6.0239	28	0	28	67.7222	3657	23.6503	123	29	94	4.6852	253	6.5382	31	0	31	109.8002	41.3159	0.8083	16.6649	8.8439	0.8418	2.6263	3.0236	28	0	30.0819	23.7877	123	10	1.0961	3.4498	31	0	2.163	1.3018	8	0	21.1278	12.2812	111	10	0.2423	0.954	8	0	0.173	4	31.0045	10.4771	97.9908	5.073	188.0216	518.5555
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	602.69	323.53	7.0586	10.5496	0.797	3.7761	2.7643	0.435	8.9091	196	7.3024	22	0	22	92.1364	2027	24.6795	124	50	74	11.2727	248	7.2846	24	1	23	78.4287	35.0487	0.8023	13.3894	8.1201	0.8141	2.6146	3.3785	22	0	27.5951	24.9102	124	15	1.3122	4.1903	24	0	1.8579	1.1298	5	0	19.8361	7.8219	63	15	0.1148	0.3523	2	0	0.0879	5	60.858	86.2196	111.0051	5.7743	879.2503	3095.2502
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	71.85	343.61	13.725	16.2079	0.6566	6.7585	3.173	0.8764	9.5897	374	2.702	17	3	14	45.1538	1761	12.5143	67	24	43	2	78	2.8928	11	0	11	165.8767	46.6334	0.9585	16.8768	12.8177	0.6329	6.6745	2.5279	17	0	20.4906	10.3458	67	7	0.1958	1.0482	11	0	6.3792	2.3165	12	0	17.9922	5.8628	37	7	0.013	0.1344	2	0	0.0863	3	78.0736	71.9774	110.9626	51.2809	1354.2644	1671.5199
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	664.67	379.06	10.1957	13.4842	0.7047	5.2488	2.7669	0.8923	3.4828	101	3.6117	13	0	13	43	1247	11.1034	67	26	41	3.069	89	3.7026	13	0	13	115.6823	40.9358	0.8675	15.1435	9.6714	0.7688	2.3098	1.4881	13	0	20.0909	9.7358	67	8	0.3737	1.5151	13	0	2.1828	0.9599	6	0	17.6119	5.3833	41	8	0.0821	0.4826	7	0	0.0842	4	74.8839	53.9225	185.3491	6.3414	1071.5338	3095.2502
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	671.19	384.74	7.8429	10.5686	0.8824	4.0538	2.5204	0.7497	7.3043	168	8.0421	28	0	28	65.087	1497	20.2348	109	35	74	8.2609	190	8.5025	30	0	30	97.6437	36.5903	0.9165	13.0706	9.7416	0.646	2.6574	2.9789	28	0	19.7251	17.0087	109	7	0.8486	3.4735	30	0	2.1886	1.0471	5	0	15.1491	7.0289	45	7	0.1009	0.3909	4	0	0.0684	5	57.2128	33.029	191.2546	6.3414	312.2572	861.4521
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	655.5	398.61	5.8822	9.748	0.7779	4.0266	1.9604	0.8135	5.7368	109	4.6049	18	0	18	43.1053	819	10.3703	66	30	36	5.5263	105	5.7481	20	0	20	125.4859	40.1574	0.9779	13.8002	11.2718	0.5561	2.7174	1.67	18	0	20.1553	7.9774	66	13	0.3882	1.9193	20	0	2.5281	1.0446	6	0	18.7162	5.1008	42	13	0.066	0.4255	4	0	0.0472	9	71.4969	78.1048	138.9323	20.9632	1640.8137	7583.4922
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	690.71	405.68	10.1957	13.6694	0.6857	5.7068	2.7216	0.8519	3.0312	97	3.1468	10	0	10	61.4062	1965	13.3244	80	31	49	3.25	104	3.6011	11	0	11	60.3901	31.546	0.7626	11.4678	8.2396	0.6215	2.5127	1.7512	10	0	26.9241	20.3359	80	10	0.6835	2.0753	11	0	2.381	1.1444	6	0	18.1667	9.6795	59	10	0.0317	0.281	3	0	0.1835	4	69.4116	25.3349	223.2132	3.7634	311.336	861.4521
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	98.02	410.78	13.3329	13.2044	0.9609	4.6171	3.4572	0.599	10.0811	373	1.4791	14	8	6	41.7838	1546	7.6816	55	28	27	0.6486	24	0.978	3	0	3	149.0145	43.4553	0.9916	14.2072	13.1505	0.35	9.0604	3.659	20	0	21.4961	9.8594	55	4	0.0814	0.3923	3	0	8.9506	3.8051	20	0	19.314	7.2337	35	4	0.0203	0.1779	2	0	0.082	2	58.7254	58.7254	71.9774	45.4734	1037.0089	1037.0089
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	689.5	413.34	7.8429	10.2211	0.9434	3.5616	2.9008	0.4551	5.3182	117	6.6432	27	0	27	52.5	1155	9.3592	75	32	43	3.9545	87	5.0941	22	0	22	70.5858	31.3304	0.9036	11.9248	8.4149	0.662	2.1913	2.6481	27	0	19.5082	14.279	75	6	0.5137	2.1582	22	0	1.764	0.8102	4	0	15	7.0931	53	6	0.0435	0.2046	1	0	0.0959	4	22.5409	24.3967	37.6067	3.7634	169.249	357.3864
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	690.42	425.73	11.7643	12.5512	0.9384	4.9405	2.8324	0.8199	2.2581	70	3.3563	12	0	12	56.7742	1760	11.8595	80	39	41	2	62	3.5024	12	0	12	108.6237	39.1625	0.89	14.1804	8.767	0.7641	2.0108	1.7237	16	0	29.2266	15.3903	97	15	0.5	1.7409	16	0	1.9798	1.4011	16	0	25.7692	11.9133	97	15	0.3117	1.2639	16	0	0.0938	6	48.8847	55.3178	82.8843	14.3178	583.8875	1478.2598
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	137.5	432.99	7.8429	10.476	0.898	4.1653	2.4009	0.7928	6.4286	135	4.9555	17	0	17	48.381	1016	12.3267	71	29	42	3.9048	82	4.8364	13	0	13	129.4073	40.4904	0.9919	13.7529	11.7827	0.5004	5.5166	2.0096	17	0	21.6586	8.6225	71	11	0.2598	1.5272	13	0	5.4548	1.6319	10	0	19.8484	4.2127	33	11	0.0129	0.113	1	0	0.0525	6	206.4738	190.9343	387.485	45.4734	14228.7051	34896.7656
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	650.4	476.78	16.0779	17.5377	0.6569	6.8468	3.8879	0.8389	3.4255	161	3.8547	13	0	13	54.5957	2566	16.4153	84	23	61	3.5532	167	4.0476	13	0	13	179.2096	48.3136	0.9648	17.078	13.1505	0.647	2.3297	1.677	13	0	20.6135	13.5644	84	11	0.3843	1.679	13	0	2.2044	1.1464	5	0	16.7275	5.2283	48	11	0.0219	0.1465	1	0	0.0945	7	56.358	65.3895	92.643	20.2016	1030.1256	3428.6855
60D_5_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	667.21	487.55	34.9008	27.2742	0.5896	9.6746	6.577	0.7649	3	279	3.8814	19	0	19	60.4731	5624	14.9743	97	31	66	2.7742	258	4.0031	20	0	20	195.6796	51.9375	0.9116	18.5702	13.3254	0.7109	2.1693	1.9436	19	0	26.8685	18.9187	97	11	0.5697	2.0263	20	0	1.9804	1.024	5	0	19.2274	8.5443	67	11	0.0685	0.2624	2	0	0.182	5	25.9534	20.2016	67.8297	8.2425	254.8654	660.1595
