Image	Name	Class	Parent	ROI	Centroid_X	Centroid_Y	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area	centroid_x_zeroscaled	centroid_y_zeroscaled	centroid_distances	Object ID	Object type	Classification	fly_section_ID	fly_ID	section_ID
71_12_FITC.tif			Annotation	Polygon	774.56	1352.1	7.4551	15.6659	0.3817	7.5347	1.3399		13.8947	528.0	11.3156	35.0	0.0	35.0	85.2895	3241.0	21.7453	122.0	50.0	72.0	13.7895	524.0	11.2926	35.0	0.0	35.0	86.9767	50.3431	0.4313	24.0063	4.763		1.8266	5.2799	35.0	0.0	19.7007	23.6088	122.0	1.0	1.4371	5.1869	35.0	0.0	0.6292	1.5241	9.0	0.0	13.1932	9.8299	61.0	1.0	0.2115	0.7377	7.0	0.0	0.081	7.0	110.136	58.0114	434.8623	35.0599	789.2818	5839.292	339.87999999999994	-134.70000000000005	365.59882986683635	920b4b0a-038b-4abe-8881-2e59bca531e0	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	556.93	1393.0	6.8339	16.3015	0.3232	7.9117	1.4899		2.9211	111.0	3.8791	16.0	0.0	16.0	86.5789	3290.0	15.7474	112.0	56.0	56.0	2.8421	108.0	3.956	17.0	0.0	17.0	47.2159	37.3357	0.4256	17.8349	3.4758		0.821	2.1741	16.0	0.0	45.4323	25.1952	112.0	19.0	0.6463	2.1072	17.0	0.0	0.4031	1.2977	10.0	0.0	37.2461	17.5354	103.0	19.0	0.2094	1.0603	10.0	0.0	0.1426	5.0	75.9323	75.7275	162.1739	3.5092	1490.005	4971.0063	122.24999999999994	-93.79999999999995	154.089267958544	98bcd905-d1ae-4d94-8ac8-c79b905d2161	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	553.41	1396.2	8.2835	18.0653	0.319	7.943	1.6844		4.0682	179.0	5.517	22.0	0.0	22.0	99.3636	4372.0	21.0615	133.0	55.0	78.0	4.0227	177.0	5.4666	22.0	0.0	22.0	50.3222	38.8788	0.4184	17.2334	3.7276		1.1992	2.9369	22.0	0.0	46.1667	33.0842	133.0	9.0	0.9065	2.7942	22.0	0.0	0.5743	1.3446	7.0	0.0	34.5792	22.0194	117.0	9.0	0.2277	0.7314	4.0	0.0	0.1598	7.0	369.7722	165.182	897.1233	3.5092	17614.9844	111494.9375	118.72999999999996	-90.59999999999991	149.3491643766378	227bc173-9659-4273-805c-efba53b68993	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	556.36	1411.2	27.1284	36.7772	0.252	14.258	3.6548		2.0074	271.0	3.9313	25.0	0.0	25.0	108.6741	14671.0	22.9424	140.0	51.0	89.0	2.6222	354.0	5.0915	29.0	0.0	29.0	109.9634	59.3565	0.3922	24.0808	6.662		1.3159	2.7443	25.0	0.0	59.9607	35.2336	140.0	17.0	0.9607	2.9433	29.0	0.0	1.0825	2.1616	13.0	0.0	43.52	20.268	117.0	17.0	0.4	1.2803	13.0	0.0	0.245	5.0	54.6524	9.9203	134.6575	2.0916	129.1317	284.2783	121.68	-75.59999999999991	143.2528617515196	4e7c930f-e13f-420e-a371-9126b3f4bbd2	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	553.08	1408.6	2.8992	9.263	0.4246	4.4504	0.937		2.0588	35.0	3.0917	11.0	0.0	11.0	89.2941	1518.0	12.5637	105.0	68.0	37.0	2.0	34.0	3.1024	11.0	0.0	11.0	17.8095	20.0643	0.5559	9.3957	2.5658		0.8333	1.8618	11.0	0.0	50.6889	23.5313	105.0	26.0	0.5444	1.6771	11.0	0.0	0.5479	1.3128	6.0	0.0	41.6986	14.6815	92.0	26.0	0.2055	0.8492	6.0	0.0	0.1478	7.0	535.9174	739.1213	999.8074	2.0916	41836.0195	191752.5312	118.40000000000003	-78.20000000000005	141.89362212587292	093883f1-91de-4e1b-8a2b-e180e3175461	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	605.45	1481.3	3.9347	11.7502	0.3581	5.324	0.9458		1.2273	27.0	1.9744	8.0	0.0	8.0	117.6818	2589.0	5.5239	130.0	109.0	21.0	1.2727	28.0	1.9562	8.0	0.0	8.0	40.1749	38.6897	0.3373	18.7596	3.505		0.9031	1.9835	14.0	0.0	84.9694	26.2217	130.0	30.0	0.8112	1.9664	14.0	0.0	0.8621	1.9865	14.0	0.0	80.8333	24.8601	121.0	30.0	0.7529	1.9656	14.0	0.0	0.0895	4.0	44.7721	29.5289	113.5275	6.5032	439.434	1493.9403	170.77000000000004	-5.5	170.8585464646121	a4e774be-b617-4ad1-bf82-9efd28703490	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	106.08	1540.4	67.3034	63.4176	0.2103	21.3196	5.7536		3.9699	1318.0	5.5173	33.0	0.0	33.0	140.1416	46527.0	18.9319	186.0	97.0	89.0	1.262	419.0	2.0301	11.0	0.0	11.0	235.8725	81.4919	0.4463	38.0227	8.4572		3.906	5.4622	33.0	0.0	92.1986	41.2036	186.0	11.0	0.9517	2.4355	27.0	0.0	3.8797	5.4426	28.0	0.0	72.4504	30.2012	163.0	11.0	0.8238	2.5744	27.0	0.0	0.2883	3.0	345.2607	26.7381	999.6377	9.4062	2109.1541	3521.5586	-328.6	53.600000000000136	332.9428179132267	17242c85-b60b-4480-a3d4-957dddf8cc9f	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	110.9	1549.8	4.5559	12.2649	0.3806	5.8732	1.1762		3.6154	94.0	3.488	11.0	0.0	11.0	113.0	2938.0	9.4446	126.0	91.0	35.0	3.5769	93.0	3.4313	11.0	0.0	11.0	56.5349	45.9839	0.336	22.0127	3.327		0.9493	2.0318	11.0	0.0	75.3188	27.1388	126.0	19.0	0.9493	2.0157	11.0	0.0	0.672	1.587	10.0	0.0	71.4	25.3138	113.0	19.0	0.676	1.584	10.0	0.0	0.0806	7.0	536.9139	699.0831	1007.34	9.4062	40518.7812	218273.0625	-323.78	63.0	329.8522220631536	08698e21-626c-487e-9ab2-975c787cae41	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	95.28	1562.6	11.1827	16.6119	0.5092	7.8	1.8386		8.3704	452.0	6.9399	28.0	0.0	28.0	149.7222	8085.0	16.518	175.0	117.0	58.0	6.2222	336.0	7.2102	28.0	0.0	28.0	67.9247	46.1914	0.4001	21.9165	4.3714		3.994	5.8925	35.0	0.0	79.139	41.2511	175.0	17.0	2.0091	5.5062	38.0	0.0	3.1408	5.2714	35.0	0.0	65.3791	28.5908	159.0	17.0	1.1877	4.7029	38.0	0.0	0.1532	6.0	205.9564	30.4044	1025.4551	5.5466	1631.5389	6327.4619	-339.4	75.79999999999995	347.76141246550054	2da4e84b-3f94-4614-b3b1-42e8243c1d56	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	93.2	1569.7	8.6977	19.0905	0.2999	9.3197	1.3051		3.7609	173.0	3.6343	16.0	0.0	16.0	149.3261	6869.0	10.8116	167.0	127.0	40.0	3.4783	160.0	3.7222	16.0	0.0	16.0	38.3112	44.234	0.246	21.7589	2.2955		2.0529	3.1953	16.0	0.0	91.1534	46.1152	167.0	23.0	1.3333	2.9965	16.0	0.0	1.5035	2.843	16.0	0.0	72.4406	36.4635	163.0	23.0	0.6434	2.3509	16.0	0.0	0.2271	4.0	267.9381	17.6109	1030.9843	5.5466	119.0725	230.1409	-341.48	82.90000000000009	351.39863460178674	55d5ba56-cd31-4ee1-bd08-695b42ee4f6f	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	90.99	1576.9	16.3599	22.1035	0.4208	10.3651	2.3272		4.5	378.0	4.0405	18.0	0.0	18.0	155.9762	13102.0	19.3141	187.0	101.0	86.0	4.5952	386.0	4.5605	20.0	0.0	20.0	88.2192	55.8752	0.3551	26.8808	4.8347		3.1282	4.5652	26.0	0.0	96.1678	38.1419	187.0	29.0	1.2378	2.844	20.0	0.0	2.7942	4.6281	26.0	0.0	81.6058	25.1776	147.0	29.0	0.4203	1.2737	9.0	0.0	0.182	4.0	276.0259	29.9067	1037.6299	6.6605	92.2656	230.1409	-343.69	90.10000000000014	355.3038503872425	ab45393c-6ad1-44fc-a6a3-786b9a0534f5	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	88.95	1598.2	11.3898	26.7632	0.1998	13.1411	1.2915		4.3934	268.0	5.2545	20.0	0.0	20.0	142.3279	8682.0	13.3276	171.0	119.0	52.0	4.3115	263.0	5.3402	20.0	0.0	20.0	107.2713	61.644	0.3547	30.0001	4.7488		2.7437	4.2737	21.0	0.0	94.0906	33.1556	171.0	22.0	1.3468	3.0855	20.0	0.0	2.524	4.0824	21.0	0.0	87.6659	29.5086	143.0	22.0	0.952	2.3912	15.0	0.0	0.1094	6.0	38.0785	31.3159	88.39	16.0908	108.6657	305.9489	-345.73	111.40000000000009	363.2343498349241	4727dfb4-597d-41be-bfeb-1d95acceb253	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	84.23	1610.5	19.4662	32.3769	0.2334	15.9698	1.9599		3.2041	314.0	4.4164	21.0	0.0	21.0	161.449	15822.0	15.2506	188.0	127.0	61.0	2.3265	228.0	2.7687	13.0	0.0	13.0	97.5382	59.1065	0.3508	28.7185	5.0467		5.1814	6.8974	38.0	0.0	118.5148	35.7893	188.0	39.0	1.2975	2.8512	19.0	0.0	5.6968	7.3262	38.0	0.0	107.3245	30.7922	171.0	39.0	1.0293	2.8146	19.0	0.0	0.1972	5.0	20.5844	16.0908	37.8557	12.1072	32.4299	71.6009	-350.45	123.70000000000005	371.640811133546	9389a32a-0ef5-463d-a894-e45e06c9db5c	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	81.64	1623.2	22.9867	35.1425	0.2339	16.2949	2.2679		3.8407	434.0	4.4231	22.0	0.0	22.0	172.8496	19532.0	17.8991	207.0	121.0	86.0	4.9381	558.0	5.5409	24.0	0.0	24.0	64.1971	52.0055	0.2983	25.1405	3.9004		1.729	3.3834	22.0	0.0	111.7161	60.6416	207.0	20.0	2.0581	4.1637	24.0	0.0	0.5178	1.68	12.0	0.0	76.6497	47.1579	176.0	20.0	0.4061	1.5043	12.0	0.0	0.3615	3.0	8.7767	12.1072	12.4839	1.7389	9.7498	9.755	-353.04	136.4000000000001	378.4735150575269	1f98e066-109c-4c7c-8100-bad26a32b180	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	84.19	1627.8	2.6921	9.9799	0.3397	4.8651	0.718		0.7857	11.0	1.3114	4.0	0.0	4.0	142.0	1988.0	12.9793	160.0	121.0	39.0	0.6429	9.0	1.2774	4.0	0.0	4.0	9.7331	18.0931	0.3736	8.5009	1.8118		0.5094	1.3391	5.0	0.0	120.7358	18.4455	160.0	92.0	0.1698	0.6999	4.0	0.0	0.4103	1.3518	5.0	0.0	113.1026	13.4747	152.0	92.0	0.0	0.0	0.0	0.0	0.1986	5.0	10.8541	11.8251	16.6117	1.7389	13.4177	18.1414	-350.49	141.0	377.7886182774701	e21e1a1b-a882-4f8b-afa4-0b2f5d05182a	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	80.26	1638.3	13.4607	22.3075	0.3399	10.8117	1.9417		3.971	274.0	4.9169	21.0	0.0	21.0	151.7681	10472.0	15.9375	179.0	112.0	67.0	4.2464	293.0	4.945	21.0	0.0	21.0	60.0553	48.6896	0.3183	23.246	3.9789		1.3673	3.1266	21.0	0.0	81.3265	49.1084	179.0	14.0	1.2007	3.0531	21.0	0.0	0.5689	1.6491	12.0	0.0	59.7244	32.8661	151.0	14.0	0.2667	1.0177	8.0	0.0	0.226	6.0	99.2821	33.3836	450.7547	5.4472	322.8192	1528.2577	-354.42	151.5	385.4423256467821	99e9591d-f048-4b69-b5ba-8e1e590a3f03	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	86.26	1634.8	11.1827	21.0577	0.3169	9.9878	1.7386		3.6167	217.0	4.8436	21.0	0.0	21.0	167.65	10059.0	19.0671	199.0	127.0	72.0	3.7333	224.0	4.7188	21.0	0.0	21.0	60.2624	42.2829	0.4236	20.0019	4.0704		1.3878	2.9267	21.0	0.0	114.7075	41.4834	199.0	36.0	1.4558	2.9192	21.0	0.0	0.8162	1.7954	12.0	0.0	101.1325	34.1337	179.0	36.0	0.8718	1.8439	12.0	0.0	0.1972	6.0	23.2914	17.6154	49.5446	5.9258	62.6345	217.7968	-348.42	148.0	378.550520274375	b7443f7c-8528-4bd5-ac19-0b5e43f546c6	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	82.9	1647.2	14.7032	26.7261	0.2587	13.0061	1.6536		4.9324	365.0	7.6146	31.0	0.0	31.0	179.527	13285.0	25.7215	217.0	113.0	104.0	6.0946	451.0	8.2365	34.0	0.0	34.0	46.8017	50.2409	0.233	24.147	3.0384		1.917	4.9023	31.0	0.0	120.3493	53.5246	217.0	31.0	2.2402	5.5043	34.0	0.0	0.4774	1.2809	9.0	0.0	92.0968	37.97	201.0	31.0	0.4	1.4665	14.0	0.0	0.3012	5.0	16.2745	5.9258	49.0087	4.3793	20.6603	35.0812	-351.78	160.4000000000001	386.62297965847813	81cdd6de-9b5c-4e68-b822-c95f3a3a23e2	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	85.48	1650.5	7.4551	12.8064	0.5712	5.9825	1.6189		5.0526	192.0	6.0803	22.0	0.0	22.0	176.8684	6721.0	19.6719	203.0	127.0	76.0	5.3947	205.0	6.074	22.0	0.0	22.0	38.7253	31.3715	0.4945	14.0183	3.5048		1.6737	3.4776	22.0	0.0	120.2737	35.9087	203.0	53.0	1.9211	3.8213	22.0	0.0	0.8289	1.5771	7.0	0.0	106.125	22.6176	174.0	53.0	1.0526	2.3326	15.0	0.0	0.1777	4.0	24.732	24.8957	44.7573	4.3793	39.5493	76.6276	-349.2	163.70000000000005	385.6660861418852	91f811ef-e207-46ab-9c05-c5317a345004	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	92.29	1685.6	13.2536	27.9165	0.2137	13.515	1.8157		2.0145	139.0	2.2977	9.0	0.0	9.0	148.0725	10217.0	10.8591	168.0	126.0	42.0	2.1014	145.0	2.3711	9.0	0.0	9.0	109.3421	62.654	0.35	30.0448	5.0329		1.1902	2.4347	16.0	0.0	111.049	26.4875	168.0	34.0	1.177	2.4307	16.0	0.0	1.0671	2.433	16.0	0.0	105.5195	23.5245	150.0	34.0	1.039	2.4117	16.0	0.0	0.13	9.0	157.1528	88.39	563.2763	5.8629	2326.4583	10160.6367	-342.39	198.79999999999995	395.9196283338324	f9792f14-e716-4fee-bcee-5602360bbe48	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	88.73	1689.3	4.3488	12.6011	0.3442	6.0059	0.9842		1.12	28.0	2.0478	9.0	0.0	9.0	144.96	3624.0	7.8607	159.0	131.0	28.0	1.08	27.0	2.0191	9.0	0.0	9.0	45.1451	38.1133	0.3905	16.9324	3.9247		0.7339	1.6073	12.0	0.0	119.8257	20.4251	159.0	46.0	0.7569	1.6152	11.0	0.0	0.6839	1.5406	12.0	0.0	116.5699	19.258	152.0	46.0	0.715	1.5568	11.0	0.0	0.095	5.0	32.115	44.7573	54.2832	5.8629	33.8632	76.6276	-345.95	202.5	400.85864403802	efe3b693-8096-46de-85e5-815ac2fb617c	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	89.43	1701.8	2.6921	9.7491	0.3559	4.6797	0.8618		1.2222	22.0	2.0163	7.0	0.0	7.0	149.4444	2690.0	5.2493	158.0	139.0	19.0	1.9444	35.0	2.5776	8.0	0.0	8.0	41.8316	30.1087	0.5799	13.3385	4.1942		1.1171	2.4527	17.0	0.0	118.8195	25.1182	158.0	39.0	1.2927	2.5881	17.0	0.0	1.107	2.495	17.0	0.0	115.8717	24.2891	153.0	39.0	1.2299	2.5873	17.0	0.0	0.0629	5.0	170.5546	60.8987	390.2936	6.6631	458.5296	1528.2577	-345.25	215.0	406.721726122419	82d476d3-2b9b-4baf-9e20-19faa68632f2	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	92.01	2080.8	58.1916	61.264	0.1948	29.4188	3.152		14.7213	4225.0	17.4181	87.0	0.0	87.0	175.0697	50245.0	45.0506	243.0	47.0	196.0	16.5575	4752.0	19.2892	91.0	0.0	91.0	224.4827	98.4378	0.2911	46.1791	7.4151		5.2129	10.92	87.0	0.0	69.8608	71.548	243.0	0.0	4.5401	12.2746	91.0	0.0	1.7932	3.0087	17.0	0.0	32.0226	28.5443	142.0	0.0	0.218	0.8338	7.0	0.0	0.2615	4.0	239.7646	278.491	394.5782	7.4983	2789.2939	10160.6367	-342.67	594.0000000000002	685.7541315223702	a9af0b16-9926-4cba-99cc-00d8f6cb8fb2	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	90.27	2090.9	0.8283	5.6074	0.3311	2.7419	0.3816		0.4	2.0	0.8944	2.0	0.0	2.0	77.8	389.0	10.616	92.0	67.0	25.0	0.4	2.0	0.8944	2.0	0.0	2.0	21.7442	26.8401	0.3793	12.965	2.2733		1.3585	2.2432	9.0	0.0	30.2453	20.556	96.0	4.0	0.2264	0.6216	3.0	0.0	1.4059	2.2811	9.0	0.0	27.8911	17.9025	96.0	4.0	0.2178	0.61	3.0	0.0	0.0255	4.0	253.9628	278.7992	450.7547	7.4983	657.5889	1528.2577	-344.41	604.1000000000001	695.3812322028832	8bb413ab-8d32-441d-8fe8-6d5c7ffe995b	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	143.16	2247.4	9.526	19.5972	0.3117	9.2965	1.6335		6.6078	337.0	7.1444	29.0	0.0	29.0	64.1765	3273.0	17.5894	100.0	34.0	66.0	7.3137	373.0	7.8575	32.0	0.0	32.0	101.4728	54.4683	0.4298	26.0031	5.1742		1.8758	3.6448	29.0	0.0	18.1711	18.919	100.0	1.0	0.9919	3.3921	32.0	0.0	1.3273	2.4721	17.0	0.0	12.8386	9.4813	58.0	1.0	0.2591	0.7936	5.0	0.0	0.0937	5.0	377.5197	283.8053	699.0831	167.3048	26315.9727	86205.0547	-291.52	760.6000000000001	814.5528039360004	c09b08c4-57b8-4bbf-abf4-fe6d7280865c	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	396.16	2376.0	7.041	13.5	0.4855	6.0296	1.2425		14.7222	530.0	9.294	35.0	0.0	35.0	59.5833	2145.0	9.5749	83.0	45.0	38.0	14.6389	527.0	9.3141	35.0	0.0	35.0	85.7342	47.6797	0.4739	22.0441	4.5559		2.2452	5.0661	35.0	0.0	11.4375	15.5213	83.0	0.0	1.6154	4.9466	35.0	0.0	1.0632	1.9844	12.0	0.0	6.8763	3.78	22.0	0.0	0.3816	1.0697	7.0	0.0	0.0685	5.0	801.2237	874.9952	1819.4811	46.2096	129317.3125	218273.0625	-38.51999999999998	889.2	890.0339490154295	7124491b-18a3-44c6-b2e8-03d3403ebd7f	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	627.69	1446.4	28.5781	27.4049	0.4782	12.0439	3.2572		1.6389	236.0	2.598	12.0	0.0	12.0	93.5694	13474.0	13.6103	117.0	55.0	62.0	1.8125	261.0	2.7532	12.0	0.0	12.0	157.1793	63.7721	0.4857	29.0351	6.9643		1.0645	2.0013	12.0	0.0	47.9276	30.0744	117.0	2.0	0.6105	1.7312	12.0	0.0	0.9302	1.8105	11.0	0.0	37.2581	21.7113	94.0	2.0	0.3295	1.2324	11.0	0.0	0.1873	9.0	174.2721	148.9942	626.9336	22.6156	7519.3584	36345.8867	193.01000000000005	-40.399999999999864	197.1928500225097	67c07028-1092-492b-af86-ba76f6549032	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	606.43	1452.4	15.7386	26.791	0.2755	10.6215	2.5655		2.1875	175.0	2.6913	14.0	0.0	14.0	117.2625	9381.0	10.6922	135.0	86.0	49.0	2.15	172.0	2.6582	13.0	0.0	13.0	101.4728	61.9722	0.332	25.7486	6.1582		1.0857	2.1849	15.0	0.0	71.8857	31.9958	135.0	16.0	0.8755	2.0769	14.0	0.0	0.8707	2.0062	15.0	0.0	63.0317	26.8431	121.0	16.0	0.6268	1.8474	14.0	0.0	0.1572	6.0	71.4776	51.7138	215.5329	11.5624	1628.3218	4971.0063	171.74999999999994	-34.399999999999864	175.16113296048292	7d824f88-96f7-451c-ac10-72064c6ce8a3	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	605.96	1467.7	12.6323	26.6589	0.2234	12.4363	1.6686		1.5441	105.0	2.7936	15.0	0.0	15.0	117.4706	7988.0	9.5924	141.0	95.0	46.0	1.4412	98.0	2.6338	14.0	0.0	14.0	66.0609	43.5061	0.4386	20.3588	4.931		0.8272	1.9019	15.0	0.0	88.6358	24.3675	141.0	40.0	0.8488	1.8451	14.0	0.0	0.6367	1.5355	9.0	0.0	80.9766	21.1501	122.0	40.0	0.6914	1.5398	9.0	0.0	0.1946	4.0	20.0852	19.9962	28.7862	11.5624	76.3536	170.8161	171.28000000000003	-19.09999999999991	172.34166182325157	6053de50-1ac8-4a19-8c20-8c681e895a4f	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	603.77	1490.8	8.4906	17.5974	0.3445	8.4656	1.2301		2.2619	95.0	2.9883	10.0	0.0	10.0	113.0952	4750.0	9.0549	128.0	92.0	36.0	2.3333	98.0	2.9932	10.0	0.0	10.0	63.5758	46.9064	0.3631	22.5293	4.3772		1.045	2.2284	15.0	0.0	73.2508	23.9271	128.0	25.0	0.8457	2.0935	15.0	0.0	0.855	2.0272	15.0	0.0	67.0297	19.0273	119.0	25.0	0.6134	1.816	15.0	0.0	0.1214	8.0	57.3017	42.5658	109.4664	6.5032	212.7553	600.4083	169.08999999999997	4.0	169.1373054651161	fa50a967-be27-494e-b679-48dbe3f978ab	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	590.5	1517.9	4.763	11.9029	0.4225	5.6586	1.2431		2.5	65.0	2.5652	9.0	0.0	9.0	135.3462	3519.0	11.2248	152.0	108.0	44.0	2.7308	71.0	2.7358	9.0	0.0	9.0	60.8837	36.586	0.5716	16.153	4.7578		1.0271	2.4975	15.0	0.0	100.6915	21.7017	152.0	23.0	1.0237	2.5253	16.0	0.0	0.8848	2.4491	15.0	0.0	97.342	19.4198	149.0	23.0	0.8587	2.4469	16.0	0.0	0.076	5.0	73.4205	68.6379	128.3305	16.3265	583.2802	2118.2593	155.82	31.100000000000136	158.89330508237282	156266a6-97a5-42a5-9217-6458d309dd7a	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	590.39	1538.9	26.3001	40.5014	0.2015	19.4295	2.2512		2.5581	330.0	4.0251	21.0	0.0	21.0	148.4186	19146.0	19.245	186.0	107.0	79.0	2.8217	364.0	4.1804	21.0	0.0	21.0	134.1926	64.602	0.4041	30.0366	5.7966		0.8031	2.183	21.0	0.0	96.6969	33.7368	186.0	39.0	0.8677	2.3105	21.0	0.0	0.3685	1.0031	8.0	0.0	83.8906	22.392	149.0	39.0	0.3839	1.0859	8.0	0.0	0.197	8.0	137.7769	56.4776	608.043	16.3265	1816.802	10165.21	155.70999999999998	52.100000000000136	164.19504895093522	66dff1d6-2e66-4df0-92d7-a3f147c8967a	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	603.14	1576.7	9.526	23.8134	0.2111	11.5973	1.3355		2.0943	111.0	2.6694	11.0	0.0	11.0	94.4528	5006.0	10.8549	116.0	70.0	46.0	2.0943	111.0	2.6549	11.0	0.0	11.0	64.8184	43.1727	0.437	20.3718	4.6927		0.7792	1.6406	11.0	0.0	59.6467	24.9709	116.0	15.0	0.7192	1.5871	11.0	0.0	0.5152	1.186	6.0	0.0	52.6591	20.8028	103.0	15.0	0.4432	1.0842	6.0	0.0	0.144	5.0	34.5109	20.8227	92.0547	6.5785	256.2428	600.4083	168.45999999999998	89.90000000000009	190.94706491590807	742af665-da0d-4f16-a392-e28068bdbad2	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	600.93	1585.4	2.6921	10.9172	0.2838	5.2883	0.6035		1.0667	16.0	1.7099	4.0	0.0	4.0	89.8	1347.0	6.8264	99.0	79.0	20.0	2.0	30.0	2.6458	8.0	0.0	8.0	23.1938	27.8058	0.377	13.5041	2.5526		0.5789	1.677	11.0	0.0	61.6404	18.6605	99.0	34.0	0.4912	1.4948	8.0	0.0	0.5051	1.6683	11.0	0.0	57.3737	15.9716	97.0	34.0	0.2626	1.0841	8.0	0.0	0.0955	5.0	15.3408	6.5785	51.4565	2.1577	26.9386	62.3222	166.24999999999994	98.60000000000014	193.28999586114128	d26e0c4d-9a7f-4726-aa6b-803e06f2a7bd	Cell	Positive	71_12	71	12
71_12_FITC.tif			Annotation	Polygon	633.39	1587.5	10.1473	20.5623	0.3016	9.496	1.4642		2.9623	157.0	3.2814	13.0	0.0	13.0	120.0189	6361.0	12.2388	137.0	93.0	44.0	3.0189	160.0	3.354	13.0	0.0	13.0	61.712	40.1982	0.4799	19.0156	4.3372		1.0698	2.1905	13.0	0.0	61.2525	41.1709	137.0	11.0	1.0199	2.1923	13.0	0.0	0.6653	1.6212	12.0	0.0	48.6936	33.5831	129.0	11.0	0.5927	1.5584	11.0	0.0	0.1583	6.0	36.1474	17.0026	145.1794	8.6871	240.6609	1210.1541	198.70999999999998	100.70000000000005	222.7692844626476	bd36f5b6-44c5-4ba8-a3c8-aa19de61ba50	Cell	Positive	71_12	71	12
