Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	385.03	113.64	7.0586	10.8793	0.7494	3.9952	2.6568	0.7871	4.25	102	5.6434	16	0	16	51.5417	1237	15.6316	83	34	49	3.7917	91	5.733	16	0	16	134.5052	41.3407	0.989	13.7679	12.5147	0.3757	2.1043	2.9621	16	0	17.2087	11.8585	83	2	0.6464	2.0804	16	0	1.9439	2.6023	12	0	14.6417	6.2123	37	2	0.4112	1.2218	8	0	0.0574	5	208.1594	209.0588	218.3114	195.5638	12875.0039	18953.7168
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	173.28	124.62	6.6664	9.6532	0.899	3.75	2.6001	0.611	4.2105	80	4.8025	19	0	19	46.9474	892	13.4927	74	27	47	2.8947	55	4.9988	19	0	19	90.193	37.1057	0.8232	13.7996	8.5969	0.8039	1.7296	2.6958	19	0	12.7854	13.3983	74	0	0.5279	1.8242	19	0	1.5093	2.317	9	0	9.7523	8.173	64	0	0.3178	0.9844	6	0	0.0628	4	110.8174	113.2633	213.1695	3.5736	5464.6187	16106.1113
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	167.66	128.83	6.2743	8.6013	1	3.0212	2.4231	0.562	7.2941	124	7.4897	27	0	27	61.8235	1051	15.1873	91	39	52	6.2353	106	7.4794	26	0	26	70.1937	32.227	0.8493	12.5382	7.6631	0.7849	2.9006	3.789	27	0	16.8729	16.661	91	2	0.884	2.9312	26	0	2.4451	2.8506	12	0	12.2134	7.164	44	2	0.3293	0.8371	4	0	0.0673	4	67.5878	53.2468	160.2841	3.5736	966.8254	3509.6836
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	132.63	153.59	20.3915	21.267	0.5666	8.9334	3.5019	0.9401	2.4107	135	2.9895	11	0	11	49.2857	2760	15.7592	87	21	66	1.4643	82	2.7566	11	0	11	196.0717	51.7241	0.921	19.5221	13.1412	0.7307	2.0319	2.9365	13	0	17.5449	14.3148	87	1	0.3573	1.335	12	0	1.9843	2.9297	13	0	13.5506	7.5454	43	1	0.218	0.9442	12	0	0.1092	4	95.336	101.4138	160.9248	17.5917	2403.0459	4623.7808
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	117.03	160.96	10.5879	14.5189	0.6312	5.8735	2.9465	0.8836	5.1875	166	5.2329	22	0	22	56.0312	1793	13.6771	83	30	53	4.6875	150	5.9754	25	0	25	154.1124	44.9507	0.9585	16.2362	12.9948	0.5833	2.3823	3.0897	22	0	16.9494	14.1596	83	3	0.719	2.2854	25	0	2.135	2.6997	14	0	13.5041	7.4349	43	3	0.3691	1.0545	6	0	0.0731	5	101.3554	65.5085	201.5506	17.5917	629.0149	1408.8464
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	575.4	183.86	10.5879	11.3455	1	3.8437	3.4145	0.4009	2.8621	83	3.9616	14	0	14	44.3103	1285	8.557	63	31	32	0.931	27	2.8149	14	0	14	91.7616	37.1673	0.8347	13.6374	8.7483	0.764	2.5966	3.1363	14	0	18.584	12.6831	63	3	0.479	1.517	14	0	2.5598	3.014	12	0	15.0144	8.2675	49	3	0.4163	1.2341	10	0	0.1005	4	64.1388	23.8582	204.6937	4.1449	1330.6744	3827.9294
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	582.14	185.84	7.4507	12.0695	0.6427	4.8871	2.7879	0.7804	4.4583	107	6.3655	23	0	23	65.2083	1565	18.9254	104	32	72	4.6667	112	6.4449	23	0	23	59.998	36.4595	0.5672	14.8662	6.4267	0.9292	3.0577	4.2552	23	0	27.4423	20.9119	104	3	1.2436	3.4648	23	0	2.803	3.7262	14	0	20.5758	12.0717	76	3	0.6212	2.0915	12	0	0.1333	4	20.2143	15.2717	46.1689	4.1449	21.962	55.3031
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	585.07	190.97	5.49	8.9959	0.8525	3.4838	2.2404	0.7333	6.6111	119	5.293	16	0	16	43.5556	784	8.9589	60	29	31	2.5	45	4.2322	11	0	11	72.9387	32.0952	0.8898	11.965	8.1596	0.7303	3.2128	3.3809	16	0	19.9096	9.9064	60	4	0.5319	1.6911	11	0	2.8529	2.9102	11	0	17.4059	5.887	38	4	0.3235	0.9521	8	0	0.0711	4	18.9712	15.1956	41.2926	4.2012	152.4742	438.3576
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	602.47	201.56	10.1957	13.2319	0.7318	4.7947	3.2002	0.7628	3.7586	109	4.1889	16	0	16	51.1379	1483	12.552	76	33	43	2.4828	72	3.6803	14	0	14	149.7988	43.9265	0.9756	15.2748	12.5243	0.5278	1.7812	2.6223	16	0	19.3359	14.5589	76	1	0.5938	1.6562	14	0	1.6197	2.3886	11	0	16.738	11.2803	52	1	0.4394	1.2571	12	0	0.065	5	28.6914	22.6094	52.2399	20.0793	191.3566	438.3576
36E_3_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	620.5	207.1	7.0586	9.7984	0.9239	3.5549	2.4596	0.7405	3.7	74	4.6578	14	0	14	50.65	1013	11.3289	70	34	36	3.2	64	4.6521	14	0	14	75.2915	32.039	0.9217	11.6998	8.1408	0.6936	1.398	2.4568	14	0	13.8163	14.7595	70	0	0.6939	2.1551	14	0	1.1364	1.9224	9	0	9.6307	7.4921	42	0	0.4091	1.4234	10	0	0.077	5	57.4089	46.1689	124.9159	3.7878	95.5114	197.3868
