Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	259.39	97.09	8.6272	11.228	0.86	3.6735	3.0351	0.6188	2.08	52	1.9562	6	0	6	48.64	1216	4.3097	60	42	18	0.36	9	1.0755	5	0	5	133.3288	41.1036	0.9917	13.7221	12.5243	0.1684	1.8912	2.474	12	0	30.05	10.7739	60	12	0.1	0.5226	5	0	1.8762	2.5125	12	0	28.5746	9.7057	54	12	0.0794	0.448	5	0	0.0624	7	145.1914	147.076	236.3375	87.4539	2926.0276	6450.1152
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	495.36	110.39	7.4507	10.1456	0.9096	3.627	2.6135	0.7512	1.65	33	2.0072	7	0	7	43.5	870	4.2364	54	36	18	0.6	12	1.7592	7	0	7	125.0938	39.6469	1	12.9584	11.8981	0.3327	1.0438	1.7558	8	0	27.6938	10.3836	54	6	0.125	0.5899	7	0	1.0033	1.734	8	0	26.64	9.8012	52	6	0.0933	0.3981	3	0	0.0492	8	150.1619	130.8366	255.3813	82.8093	3193.8455	10509.1025
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	344.75	109.3	2.745	5.3534	1	1.8829	1.476	0.3531	7.1429	50	2.9114	11	2	9	78.1429	547	4.2594	85	72	13	0	0	0	0	0	0	31.7636	21.6094	0.8548	7.4043	6.4034	0.3932	4.4767	4.0605	15	0	58.8953	12.6993	86	28	0.1047	0.6141	5	0	4.2405	4.0769	15	0	57.1899	11.754	86	28	0.1139	0.6403	5	0	0.0496	6	52.1569	29.4357	149.7389	5.724	430.2986	1392.7888
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	348.83	115.36	58.8215	38.8529	0.4897	11.9597	8.7022	0.6399	14.1364	2177	7.0424	28	0	28	95.0455	14637	11.7135	117	66	51	0.6429	99	1.7589	14	0	14	200.3853	65.7149	0.5831	20.3416	15.2024	0.7705	9.1365	7.829	28	0	65.5731	28.7364	117	7	0.2671	1.0738	14	0	6.9916	7.1483	25	0	52.9304	24.2575	97	7	0.1058	0.4901	5	0	0.2897	3	7.1071	5.724	9.9217	5.6754	12.9336	20.7946
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	360.49	120.43	9.4114	12.0725	0.8115	4.7302	2.5971	0.8135	9.2692	241	7.2142	30	0	30	98.6154	2564	18.1683	141	74	67	5.7308	149	8.4407	30	0	30	89.8008	34.7988	0.9319	12.3597	9.2771	0.6136	4.5451	5.2522	30	0	53.2961	25.6794	141	10	0.9571	3.4676	30	0	3.9517	4.6454	18	0	47.6039	20.2688	91	10	0.3575	1.2876	10	0	0.0841	5	16.4227	15.3354	28.4024	7.3977	33.541	48.8812
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	351.15	123.94	5.0979	8.6711	0.852	3.3142	1.9975	0.7081	6.25	100	4.3894	15	0	15	83.1875	1331	8.8107	100	69	31	3.0625	49	4.5675	13	0	13	47.0572	25.8984	0.8816	9.6801	6.9581	0.62	1.626	3.4769	15	0	33.4634	25.8769	100	9	0.5935	2.1647	13	0	0.9346	2.7344	14	0	26.028	18.1848	82	9	0.2243	1.1761	11	0	0.0922	6	47.2239	19.1839	136.8522	5.6754	1256.4144	6450.1152
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	375.7	129.83	65.488	42.5118	0.4554	13.4584	8.1989	0.7497	19.1047	3286	6.6165	30	2	28	89.2035	15343	7.8606	101	64	37	0.6105	105	1.6874	13	0	13	279.2061	67.3625	0.7732	23.7849	17.6846	0.6408	9.5252	8.795	31	0	58.6891	25.2515	101	12	0.2675	1.0905	13	0	6.4852	7.0479	31	0	49.0055	20.757	92	12	0.1587	0.7861	9	0	0.2336	5	60.0294	27.2146	141.341	7.9713	1883.3019	7236.8135
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	387.58	130.09	12.1564	15.1854	0.6625	5.3048	3.9105	0.6904	14.0811	521	3.7221	22	7	15	80.7838	2989	7.5282	92	66	26	0.2703	10	0.7691	3	0	3	95.683	36.2409	0.9155	12.7584	10.0517	0.6093	9.2389	5.9006	25	0	57.5142	17.5996	92	29	0.251	0.8324	5	0	8.3857	5.8062	25	0	53.4143	15.5586	85	29	0.2476	0.8447	5	0	0.134	6	63.1659	67.2669	111.9343	7.9713	933.9038	3716.9983
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	186.5	156.49	8.6272	13.4756	0.597	5.7708	2.2114	0.917	4.6429	130	4.048	16	0	16	47.3214	1325	11.5376	75	27	48	2.8571	80	4.0342	16	0	16	152.9359	44.8582	0.9551	16.3121	11.7621	0.6833	1.6701	2.4361	16	0	18.6061	12.6413	75	0	0.4501	1.4578	16	0	1.4408	2.1059	11	0	16.3912	9.6715	53	0	0.2645	0.77	8	0	0.0571	6	74.7793	85.2429	107.9604	22.969	1292.2356	5015.7837
73D_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	184.25	176.88	15.6857	17.6836	0.6303	7.4791	3.3148	0.9209	1.3111	59	1.9866	7	0	7	45.1333	2031	7.2161	61	33	28	1.6	72	2.2903	9	0	9	129.4073	41.3126	0.9528	13.8794	12.497	0.3557	0.9279	1.6209	9	0	22.4595	11.6723	61	3	0.2883	1.0447	9	0	0.8681	1.5516	9	0	18.9167	7.5112	38	3	0.0833	0.3825	3	0	0.1187	4	35.5643	21.4523	91.7528	7.5997	330.9199	821.6833
