Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	298.15	100.77	4.7057	7.2341	1	2.4479	2.1385	0	11.4615	149	7.4343	31	4	27	59	767	15.5295	93	42	51	7.3846	96	9.2964	31	0	31	109.408	37.1848	0.9943	12.3996	11.2718	0.1977	8.2714	4.3202	31	0	31.1	9.7409	93	17	0.3786	2.4828	31	0	8.1161	4.0696	18	0	29.7416	6.982	45	17	0.0375	0.2263	2	0	0.0302	4	210.254	205.9428	323.3945	105.7356	6483.8662	9990.8926
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	372.82	186.02	100.7809	54.1844	0.4314	17.0693	10.7001	0.7167	53.3647	14195	10.6717	76	29	47	86.9361	23125	14.5522	115	56	59	0.5113	136	1.2446	8	0	8	351.7527	85.2785	0.6078	26.3688	21.0598	0.4021	31.3636	17.2392	76	6	55.2384	24.7891	115	21	0.1907	0.7532	8	0	22.1619	9.3052	63	6	41.9811	13.6609	101	21	0.0566	0.3124	3	0	0.2919	4	66.9579	18.8333	222.375	7.7902	595.9775	1892.0848
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	364.31	179.51	19.9993	18.7599	0.7141	6.8423	4.6559	0.6684	53.4643	2994	9.7122	72	35	37	90.9286	5092	13.0438	113	66	47	0.8393	47	1.5348	6	0	6	76.8601	33.9515	0.8379	11.519	9.2995	0.658	37.145	13.4375	72	19	63.755	20.9554	113	38	0.31	0.9944	6	0	30.7986	8.3754	67	19	53.1875	12.0017	101	38	0.1042	0.5637	4	0	0.2689	5	111.3305	105.7356	229.1284	7.7902	3827.4668	9990.8926
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	375.49	201.28	19.6072	17.644	0.7915	6.2873	4.6711	0.6768	46.4737	2649	6.0211	60	34	26	80.5088	4589	9.4795	101	61	40	0.4561	26	1.0702	5	0	5	118.4273	43.1735	0.7984	16.2803	10.0373	0.8103	31.852	10.3223	60	12	55.9671	15.9438	101	28	0.1316	0.61	5	0	28.4777	7.8749	47	12	50.3036	10.9949	80	28	0.0567	0.4093	4	0	0.1724	4	58.5089	19.6006	188.7238	6.1106	697.3441	2184.2632
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	381.8	207.56	18.0386	18.8564	0.6375	6.2864	4.7498	0.5045	31.3269	1629	6.4769	43	18	25	68.6346	3569	6.9509	79	53	26	0.2308	12	0.5813	2	0	2	133.3288	44.6204	0.8415	16.255	10.7601	0.758	19.07	8.8351	43	8	42.5131	16.1632	79	19	0.1166	0.6197	8	0	16.8797	7.2751	42	8	37.8454	12.4654	77	19	0.0962	0.6251	8	0	0.1377	6	140.5118	185.9968	233.6183	6.1106	8150.709	16606.375
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	586.43	247.2	27.8422	20.2489	0.8533	7.0616	5.2732	0.6993	3.4267	257	2.0545	9	0	9	62.0667	4655	10.4821	85	40	45	1.28	96	2.0636	9	0	9	202.346	51.1509	0.9718	16.9653	15.1737	0.4256	3.7834	1.7229	9	0	32.8955	13.9779	85	17	0.3037	0.9974	9	0	3.8439	1.6552	8	0	27.9457	6.3949	59	17	0.138	0.5097	5	0	0.1404	8	194.9057	186.2887	323.3945	122.0215	5653.9736	16606.375
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	180.83	270.93	7.4507	11.0711	0.7639	4.2809	2.49	0.6947	5.4091	119	4.25	17	0	17	46.7727	1029	10.915	71	34	37	2.8182	62	4.584	14	0	14	134.1131	41.423	0.9822	14.1845	12.207	0.4785	3.8372	2.136	17	0	23.5494	9.4815	71	9	0.3343	1.3898	14	0	3.7298	1.8742	9	0	21.9627	6.9841	43	9	0.1646	0.4875	4	0	0.0557	5	63.7556	28.9652	207.0019	16.3174	868.3405	2967.2354
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	206.97	283	13.725	13.5326	0.9418	5.0683	3.021	0.777	3.1143	109	3.2789	11	0	11	51.6857	1809	11.1111	74	30	44	3.6286	127	3.3262	12	0	12	119.6038	42.0348	0.8506	14.3658	10.4083	0.7289	1.2565	1.8055	11	0	22.6136	12.6072	74	10	0.6169	1.7129	12	0	1.0183	1.3543	7	0	18.8864	6.4236	52	10	0.2308	0.7823	8	0	0.1017	8	124.5297	177.2839	204.8838	6.8842	3776.2007	13784.4023
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	187.33	286.03	5.8822	9.1797	0.8772	3.435	2.3703	0.7173	6.4444	116	7.4536	25	0	25	48.3889	871	15.9009	82	29	53	5.5556	100	8.009	25	0	25	119.6038	39.1304	0.9816	12.9931	11.2718	0.4176	1.6384	2.552	25	0	16.645	10.1299	82	6	0.5114	2.3282	25	0	1.3391	1.4515	6	0	14.6678	5.2155	34	6	0.1972	0.5328	4	0	0.0469	4	16.8078	17.4791	19.5013	12.7716	102.6058	151.6583
90C_2_FITC.tif	Positive	Positive	PathAnnotationObject	Polygon	205.08	292.16	7.4507	10.1877	0.9021	4.0501	2.5049	0.8285	8.8571	186	12.8269	37	0	37	72.8095	1529	26.2919	120	40	80	9.2857	195	12.5345	37	0	37	95.683	35.5889	0.9493	12.2473	10.0194	0.4544	1.6992	4.5002	37	0	26.7439	17.4745	120	8	1.2642	4.531	37	0	1.0311	1.4862	10	0	22.4444	7.3998	47	8	0.5156	1.3532	10	0	0.0744	6	50.004	24.1618	163.0068	6.8842	887.594	4060.231
