Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Channel 1 mean	Nucleus: Channel 1 sum	Nucleus: Channel 1 std dev	Nucleus: Channel 1 max	Nucleus: Channel 1 min	Nucleus: Channel 1 range	Nucleus: Channel 2 mean	Nucleus: Channel 2 sum	Nucleus: Channel 2 std dev	Nucleus: Channel 2 max	Nucleus: Channel 2 min	Nucleus: Channel 2 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
86D_3_merge.tif	6a5daf66-3dc5-44b0-8e1d-88046d41dd42	Cell		Positive	Annotation	Polygon	869.49	202.5	42	25.0713	0.8397	9.9637	4.9194	0.8598	67.3111	3029	47.6864	144	0	144	77.6222	3493	15.407	111	53	58	216	53.0808	0.9634	19.2355	13.8636	0.6793	13.9585	34.8051	144	0	76.1475	24.1674	141	25	0	0	0	0	75.7616	25.9992	141	25	0.1915	5	416.0974	400.1813	509.6804	355.6848	34111.1914	82207.9297
86D_3_merge.tif	2aff0122-d1e2-497a-87d0-72ffbace9703	Cell		Positive	Annotation	Polygon	515.81	261.39	63	37.3648	0.5671	15.4736	6.3273	0.9371	70.7273	4668	39.5278	140	0	140	162.2424	10708	21.602	210	115	95	274	65.0979	0.8125	24.2408	14.874	0.8202	16.913	35.8159	140	0	154.8116	34.4001	218	67	0	0	0	0	152.4762	37.2695	218	67	0.2219	4	166.7571	141.7112	358.6693	24.9365	3204.2986	4418.6689
86D_3_merge.tif	ed28659c-07bb-4bd2-8fa4-8ae64676b091	Cell		Positive	Annotation	Polygon	524.42	287.29	162	76.6839	0.3462	36.063	6.4511	0.9875	118.0424	19477	42.3873	210	0	210	174.1152	28729	31.1412	228	73	155	539	102.7424	0.6417	44.3472	15.2418	0.9446	41.4191	58.9503	210	0	140.5533	52.7418	228	25	8.0607	23.109	96	0	125.942	53.5672	217	25	0.3057	4	182.6268	174.943	355.6848	24.9365	14390.0469	40914.9648
86D_3_merge.tif	adb85845-88bd-4390-919f-e4d557b48a95	Cell		Positive	Annotation	Polygon	379.66	336.55	51	26.3736	0.9214	9.5937	6.6933	0.7017	73.4909	4042	16.1347	114	0	114	127.8364	7031	27.8293	175	56	119	227	54.0053	0.9781	18.6451	15.5118	0.5402	17.4978	32.3286	114	0	99.2857	45.5163	191	25	0	0	0	0	90.3636	46.3425	191	25	0.2164	4	119.7077	108.478	206.2943	55.5805	3229.4717	5571.2812
86D_3_merge.tif	0bc6b954-8c56-4a0c-826e-59fd65557055	Cell		Positive	Annotation	Polygon	437.16	361.41	44	26.3902	0.7939	11.2027	5.1362	0.8972	103.7391	4772	24.6129	145	61	84	108.1957	4977	43.9402	195	44	151	171	47.9484	0.9347	15.9836	14.1072	0.4178	28.517	47.477	145	0	84.7159	35.4583	195	29	1.9	10.7168	65	0	76.4077	27.6761	159	29	0.2429	5	101.1694	116.6504	188.0401	11.0481	3474.7268	10883.0664
86D_3_merge.tif	2f47b243-d10a-40c7-a25c-9c7bf59adfc1	Cell		Positive	Annotation	Polygon	424.96	368.05	44	24.9812	0.886	9.1924	5.7125	0.7807	120.383	5658	35.2078	193	67	126	70.9362	3334	15.653	97	36	61	178	49.8367	0.9006	17.5568	14.2879	0.4496	34.6575	56.0171	193	0	60.2155	29.7036	154	19	4.5896	17.6133	110	0	56.4552	32.4729	154	19	0.2458	6	136.3999	180.6916	200.5959	11.0481	4653.6021	10114.168
86D_3_merge.tif	4227973c-f542-4781-b6f7-fcf399b5169d	Cell		Positive	Annotation	Polygon	540.51	518.5	46	24.082	0.9967	8.7118	6.8384	0.5342	91.1667	4376	29.6011	146	0	146	163.9792	7871	25.2986	216	123	93	210	51.6342	0.9898	17.6992	15	0.4609	20.6415	40.7164	146	0	156.6415	28.3121	221	100	0	0	0	0	154.4939	28.8545	221	100	0.207	10	243.8515	209.8595	457.7068	98.6862	22130.5195	82207.9297
86D_3_merge.tif	027c00c1-1983-4a77-a14a-47349d154988	Cell		Positive	Annotation	Polygon	308.7	530.41	70	33.4483	0.7863	12.6847	7.7782	0.7657	79.3973	5796	24.8309	133	0	133	55.0548	4019	20.3394	102	26	76	279	61.1658	0.9371	21.9653	16.4992	0.676	20.7742	37.1741	133	0	49.0824	18.2379	103	16	0	0	0	0	46.966	16.9873	103	16	0.247	4	167.4545	174.8627	206.2943	113.7982	6865.2334	10114.168
86D_3_merge.tif	cb8c166f-060c-470f-b8df-ab103708e848	Cell		Positive	Annotation	Polygon	419.87	545.9	28	19.8907	0.8893	7.4328	5.3904	0.7041	70.3125	2250	45.8802	147	0	147	172.2188	5511	38.9091	242	106	136	149	43.1576	1	14.5771	12.9245	0.4416	15	35.682	147	0	139.1533	53.6859	242	57	0	0	0	0	130.1864	53.7514	227	57	0.1916	4	97.3368	100.2249	178.9735	9.9239	4068.9495	10114.168
86D_3_merge.tif	383998c8-6a9c-4b0a-9de0-b0c89a8de0d0	Cell		Positive	Annotation	Polygon	431.43	550.09	34	20.5165	1	7.5443	5.3666	0.6561	84.1667	3030	42.8162	167	0	167	186.3056	6707	26.6059	236	120	116	152	46.0209	0.9019	15.7579	12.7904	0.5497	19.4231	40.9828	167	0	156.6795	41.443	236	65	0	0	0	0	147.7917	41.0333	228	65	0.2007	6	100.0508	104.7256	182.4098	9.9239	3419.1702	10099.0215
86D_3_merge.tif	613a952b-aa29-42fe-81f5-c9aded03892d	Cell		Positive	Annotation	Polygon	993.21	582.02	43	24.335	0.9125	9.4827	5.8138	0.7777	90.9091	4000	38.3332	150	0	150	123.8636	5450	35.5983	182	43	139	185	49.2437	0.9587	17.0694	14.5192	0.5031	21.3904	42.8338	150	0	74.9198	43.4575	182	8	0	0	0	0	59.8601	33.4566	138	8	0.22	8	246.4244	283.0098	457.7068	14.8504	20116.627	82207.9297
86D_3_merge.tif	56b33bd1-343c-40a1-a1b3-19b5d7b94dfc	Cell		Positive	Annotation	Polygon	998.88	597.97	67	35.7191	0.6599	15.1806	5.2708	0.9417	115.25	8298	35.0737	178	0	178	114.8194	8267	22.4382	168	71	97	266	62.0233	0.8689	23.3855	15.0398	0.769	33.3459	54.4069	178	0	72.7782	34.1194	168	18	2.9485	13.4348	71	0	57.1753	22.5639	119	18	0.2457	5	151.777	192.878	271.3997	14.8504	3441.0945	7743.5278
86D_3_merge.tif	02f028cf-22c7-411d-b974-ac9e4b44aca9	Cell		Positive	Annotation	Polygon	516.26	613	46	26.5904	0.8176	10.2052	5.6099	0.8213	64.8654	3373	17.8579	86	0	86	41.75	2171	15.9237	71	16	55	198	51.4908	0.9385	17.5571	14.5625	0.4066	17.3116	30.2014	86	0	36.6583	16.9239	106	12	0.4898	5.9385	72	0	34.8571	16.9516	106	12	0.2341	4	72.0727	83.026	106.3864	15.8522	2102.0811	4853.811
86D_3_merge.tif	e0c834e8-5d88-406a-91c0-a1b249103f1e	Cell		Positive	Annotation	Polygon	501.24	623.94	90	41.4527	0.6582	17.5034	7.5063	0.924	104.4194	9711	32.4916	179	58	121	94.7527	8812	33.7528	176	46	130	297	64.2011	0.9055	23.5322	16.4992	0.7122	34.6321	51.627	179	0	91.5284	43.5352	201	15	3.1262	13.9222	73	0	90.0728	47.2972	201	15	0.3006	5	79.2228	86.3399	124.2301	15.8522	2501.386	5362.7681
