Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Channel 1 mean	Nucleus: Channel 1 sum	Nucleus: Channel 1 std dev	Nucleus: Channel 1 max	Nucleus: Channel 1 min	Nucleus: Channel 1 range	Nucleus: Channel 2 mean	Nucleus: Channel 2 sum	Nucleus: Channel 2 std dev	Nucleus: Channel 2 max	Nucleus: Channel 2 min	Nucleus: Channel 2 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
73D_2_merge.tif	5d73b116-1837-416d-b5d2-4201e8dbaecf	Cell		Positive	Annotation	Polygon	563.17	183.08	607	96.875	0.8128	36.3358	24.0461	0.7331	78.1699	47840	15.404	141	0	141	190.8824	116820	42.6618	255	79	176	1071	120.9609	0.9198	42.6921	32.8217	0.6341	46.4207	39.6872	141	0	178.9655	52.1908	255	59	4.1804	15.0722	67	0	163.1109	59.0908	255	59	0.5707	4	178.4422	139.1343	409.4837	26.0163	9762.1748	30507.3184
73D_2_merge.tif	5e60e46e-0578-4f92-9c55-373f916f8073	Cell		Positive	Annotation	Polygon	584.35	197.78	31	21.445	0.8471	7.5165	5.8349	0.6578	65	2210	6.9544	83	56	27	220.7059	7504	17.6455	255	186	69	119	43.1237	0.8041	15.8817	9.8093	0.7803	21.5887	30.5462	83	0	193.2823	43.1288	255	86	5.1889	16.7237	64	0	182.9222	45.3806	255	86	0.2478	3	91.3602	26.0163	224.7144	23.3499	1859.342	2904.1016
73D_2_merge.tif	0c8144bd-fa16-40ee-aade-2f029b5a56e2	Cell		Positive	Annotation	Polygon	607.52	207.98	504	105.8845	0.5649	40.0271	19.8334	0.837	77.0927	39086	13.6261	101	0	101	180.0513	91286	42.2749	255	88	167	982	123.8396	0.8046	45.384	28.7991	0.7589	42.2273	39.057	101	0	166.684	51.963	255	62	4.9346	16.2871	66	0	152.3861	57.3251	253	62	0.5176	4	112.9245	100.2623	227.8235	23.3499	6373.4258	17241.7539
73D_2_merge.tif	97eff282-a01c-4196-9394-3b905d14e44a	Cell		Positive	Annotation	Polygon	729.33	292.6	27	20.8265	0.7822	8.1335	4.0883	0.8508	49.5806	1537	22.2018	65	0	65	211.2581	6549	8.2743	232	192	40	133	43.6099	0.8788	15.9421	10.8407	0.7155	12.8478	24.4889	65	0	178.4203	49.0856	243	77	2.2056	11.2541	63	0	168.9065	51.8453	243	77	0.1968	3	146.4014	151.3954	270.8226	16.986	9612.8496	17241.7539
73D_2_merge.tif	1ccc2efe-e7e7-4b6b-af9f-1f0d33221659	Cell		Positive	Annotation	Polygon	744.06	304.93	320	80.8838	0.6147	31.8111	15.2179	0.8886	70.1176	22648	13.7072	96	0	96	179.4892	57975	26.5942	237	104	133	684	108.3326	0.7324	40.2075	24.1165	0.8079	34.3445	36.0665	96	0	158.827	44.2806	237	72	2.6877	12.1811	61	0	140.5425	48.5898	231	72	0.4651	4	252.6071	288.6738	416.0947	16.986	32420.9922	50474.582
73D_2_merge.tif	651698b3-be73-4be3-a481-29596f80ad57	Cell		Positive	Annotation	Polygon	201.75	375.51	12	12.208	1	4.3559	3.2383	0.5375	70.7857	991	33.8848	114	0	114	62.0714	869	16.8727	91	35	56	125	39.8767	0.9878	13.3656	11.7851	0.4372	22.5308	41.4147	144	0	52.9154	29.5601	130	14	16.7069	38.4253	144	0	51.8103	30.6032	130	14	0.0806	3	400.2408	409.4837	512.6377	278.6011	40332.6211	50157.9219
73D_2_merge.tif	11915291-3c43-47b8-927d-ca582a5c29cd	Cell		Positive	Annotation	Polygon	479.46	396.53	40	21.5988	1	7.6095	6.0781	0.5858	68.375	2735	35.5562	111	0	111	121.1	4844	43.0705	196	60	136	187	48.6532	0.9927	16.1827	14.6135	0.3366	14.2448	32.1443	111	0	104.599	42.2227	204	45	0	0	0	0	100.2566	41.046	204	45	0.185	9	291.2713	278.6011	372.2693	224.7144	18670.2207	50474.582
73D_2_merge.tif	7990ca87-9219-4c67-865b-a4074680f594	Cell		Positive	Annotation	Polygon	917.48	546.27	52	30.0889	0.7218	12.3255	5.5589	0.8943	55.5965	3169	19.5994	73	0	73	178.2456	10160	41.2766	250	79	171	251	58.6123	0.9181	21.3313	14.823	0.7428	15.4862	26.7411	73	0	148.4783	55.5305	250	48	3.8214	14.3789	60	0	139.8214	56.2262	232	48	0.2109	2	299.4431	299.4431	301.3396	297.5466	44804.4492	44804.4492
73D_2_merge.tif	207469d7-5961-439e-8e3b-c35ac0ceaf07	Cell		Positive	Annotation	Polygon	666.79	713.35	35	20.9152	1	6.994	6.261	0.4649	79.9722	2879	50.9602	160	0	160	172.1111	6196	34.5954	237	118	119	185	48.3692	0.9937	15.768	15	0.2122	15.4785	38.6649	160	0	156.8656	44.0506	239	64	0	0	0	0	153.2067	45.3708	239	64	0.1796	5	263.1984	301.3396	416.0947	106.3566	29614.4824	50474.582
73D_2_merge.tif	9f1b375f-d455-46b0-9a1f-b1ce7671c1d4	Cell		Positive	Annotation	Polygon	552.81	761.38	75	36.7379	0.6983	14.9853	7.1454	0.8759	58.6316	4456	24.8311	101	0	101	148.8289	11311	22.5018	196	109	87	279	62.7096	0.8916	23.934	15.2361	0.758	16.1929	29.3399	101	0	141.0143	34.6476	200	50	0.3824	5.4611	78	0	138.1029	37.8344	200	50	0.2482	4	132.6745	72.154	372.2693	14.1206	6446.0493	22645.6055
73D_2_merge.tif	7abe4dfb-9cf3-4df9-a484-b8e54bcf8a3d	Cell		Positive	Annotation	Polygon	572.38	762.28	56	29.6761	0.7991	10.5169	7.0045	0.7568	86.7541	5292	28.6151	140	0	140	108.6721	6629	5.8302	121	98	23	250	57.6094	0.9466	20.1511	15.8142	0.6138	21.4484	39.8547	140	0	118.8373	18.2598	166	64	0.5916	5.7666	57	0	122.0838	19.6459	166	64	0.2294	3	53.5589	34.2079	106.3566	20.1123	272.1581	533.2977
73D_2_merge.tif	372d067d-c7b5-4b39-9da0-d4ad1c96756e	Cell		Positive	Annotation	Polygon	537.66	762.08	36	20.8933	1	7.0827	6.1723	0.5373	74.5135	2757	25.4336	117	0	117	173.4595	6418	17.8972	203	138	65	168	46.5636	0.9737	15.6705	13.3609	0.4658	16.4107	33.1461	117	0	165.4226	27.3331	226	115	0	0	0	0	163.1527	29.1111	226	115	0.1996	4	232.808	202.2367	512.6377	14.1206	17587.7383	50157.9219
