Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Channel 1 mean	Nucleus: Channel 1 sum	Nucleus: Channel 1 std dev	Nucleus: Channel 1 max	Nucleus: Channel 1 min	Nucleus: Channel 1 range	Nucleus: Channel 2 mean	Nucleus: Channel 2 sum	Nucleus: Channel 2 std dev	Nucleus: Channel 2 max	Nucleus: Channel 2 min	Nucleus: Channel 2 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
89_4_merge.tif	34b59cb0-6800-4037-887e-30f60c76c30f	Cell		Positive	Annotation	Polygon	2143.2	790.42	165	54.3254	0.7026	20.3426	11.1439	0.8488	49.0238	8236	9.958	78	0	78	70.256	11803	63.6369	192	0	192	465	80.4641	0.9025	29.9297	20.0324	0.7354	18.0919	24.3123	78	0	70.9402	63.7915	207	0	0.77	5.4013	40	0	71.3233	63.981	207	0	0.3525	3	94.9038	57.8435	175.492	51.3759	4479.3789	5007.9858
89_4_merge.tif	ac4b790b-1e73-4a7c-add6-d73af3320f61	Cell		Positive	Annotation	Polygon	2094.2	801.02	286	67.1699	0.7966	24.3514	17.0255	0.685	59.0969	17079	13.6417	86	0	86	89.91	25984	54.9737	177	0	177	648	96.4096	0.8761	34.4304	25.492	0.6619	27.5162	30.478	86	0	52.8875	55.4694	177	0	2.1639	8.9442	43	0	23.1667	33.7662	124	0	0.4419	4	268.0168	124.7725	771.1462	51.3759	14254.168	44003.8789
89_4_merge.tif	7e226df2-d461-4898-8586-b5bb8897880e	Cell		Positive	Annotation	Polygon	2201	798.43	41	22.9229	0.9805	7.8524	6.7524	0.4972	70.9556	3193	25.0127	113	37	76	3.8889	175	3.6195	16	0	16	199	50.355	0.9862	16.9484	15	0.3767	15.7291	31.7685	113	0	8.0197	15.1804	97	0	0	0	0	0	9.1962	16.9275	97	0	0.1989	4	396.2361	429.3567	668.3875	57.8435	30482.5938	61805.3086
89_4_merge.tif	7fd0af5b-75b4-4ec1-86dd-5666a805d3a6	Cell		Positive	Annotation	Polygon	2035.2	870.77	80	35.969	0.777	13.8073	8.3024	0.8251	55.9024	4584	13.254	89	37	52	157.7561	12936	46.5333	230	60	170	261	59.5677	0.9243	20.9536	16.427	0.609	18.5134	27.1259	89	0	122.5824	63.1385	230	7	1.3855	7.4722	45	0	106.4693	63.2973	227	7	0.297	4	224.0385	98.0596	679.7606	20.2742	9842.5088	34941.8633
89_4_merge.tif	5d714fc1-8322-427a-b2ff-7c82c55a2bac	Cell		Positive	Annotation	Polygon	2031.5	892.19	449	101.5189	0.5475	31.7572	23.2338	0.8161	85.0752	38454	22.559	138	40	98	74.8385	33827	53.846	213	0	213	912	118.0121	0.8229	40.7505	30.3486	0.7292	47.1061	43.122	138	0	66.3403	60.7952	216	0	9.9589	19.7085	79	0	58.026	65.9043	216	0	0.4972	3	258.124	89.5003	664.5973	20.2742	11647.2871	29733.1992
89_4_merge.tif	cc496945-3474-4cd8-825d-52b72374bae2	Cell		Positive	Annotation	Polygon	2854.9	924.71	236	76.7728	0.5032	31.8212	10.0731	0.9577	69.6737	16443	23.1057	117	0	117	62.2034	14680	53.6945	159	0	159	636	102.9514	0.7541	40.8581	18.9268	0.8939	28.5472	36.0075	117	0	64.272	58.0037	206	0	4.2825	12.5819	52	0	65.4925	60.4345	206	0	0.3723	4	295.6287	247.8525	665.2074	21.6024	9356.293	24634.4902
89_4_merge.tif	2044d59f-caed-4bb2-aef4-d70c23dbfaa4	Cell		Positive	Annotation	Polygon	2856.5	945.65	70	33.3626	0.7903	13.1477	6.7428	0.8713	55.8904	4080	15.191	87	37	50	0.2055	15	0.5764	3	0	3	277	60.9316	0.9376	22.3434	15.5491	0.7179	15.1733	25.9542	87	0	8.4982	17.9441	90	0	0.6029	4.9484	42	0	11.4657	20.1018	90	0	0.2529	4	131.3753	48.6926	406.5136	21.6024	2583.5896	6410.3145
89_4_merge.tif	e9661123-ca50-42e2-bc2d-42f3d0ea6134	Cell		Positive	Annotation	Polygon	2091.8	958.15	114	39.9018	0.8998	14.9797	10.3799	0.7429	75.3419	8815	23.8639	116	38	78	139.3846	16308	55.1254	199	0	199	347	67.5808	0.9548	23.8179	19	0.6029	26.2292	38.08	116	0	86.2865	64.9963	199	0	1.4612	7.7955	50	0	59.5086	51.8658	157	0	0.3338	10	486.1224	433.0551	1064.7075	89.5003	84866.9141	414697.4375
89_4_merge.tif	1b020d90-8016-4018-ae57-c786e2b1c325	Cell		Positive	Annotation	Polygon	2862.7	988.27	140	57.1209	0.5392	22.3668	9.4976	0.9341	82.0071	11563	21.9182	125	37	88	88.766	12516	39.498	181	20	161	393	75.7674	0.8603	27.9526	17.6881	0.7765	34.7335	40.4407	125	0	58.5457	42.047	181	0	8.3874	18.3396	64	0	41.7036	33.0858	130	0	0.3531	5	145.464	43.5167	377.8478	23.1491	7783.9531	29040.0332
89_4_merge.tif	e4dee37d-b6f2-467a-9d00-217daa5ed284	Cell		Positive	Annotation	Polygon	2838	995.67	220	65.4104	0.6462	22.6111	17.2708	0.5525	115.3482	25838	26.7349	159	42	117	17.9464	4020	33.2974	151	0	151	460	85.1427	0.7974	29.2986	23.4807	0.4543	72.3139	53.7719	159	0	19.4545	35.9757	157	0	31.8109	39.4198	158	0	20.8739	38.342	157	0	0.477	6	264.4924	63.97	748.5341	18.9436	15614.0039	61805.3086
