Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Channel 1 mean	Nucleus: Channel 1 sum	Nucleus: Channel 1 std dev	Nucleus: Channel 1 max	Nucleus: Channel 1 min	Nucleus: Channel 1 range	Nucleus: Channel 2 mean	Nucleus: Channel 2 sum	Nucleus: Channel 2 std dev	Nucleus: Channel 2 max	Nucleus: Channel 2 min	Nucleus: Channel 2 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
86D_2_merge.tif	cef4e5b2-7a1e-4808-ba4d-3c34e939c63b	Cell		Positive	Annotation	Polygon	767.82	167.07	40	22.7067	0.9749	7.5637	6.7082	0.3554	107.7907	4635	44.3077	165	0	165	78	3354	30.0349	141	23	118	201	50.3934	0.9946	16.4363	15.5564	0.2019	23.4975	48.7012	165	0	58.8325	26.6392	141	5	0.8438	7.5282	70	0	53.6813	23.1778	137	5	0.2005	4	278.1373	299.5558	369.0474	144.39	26919.2754	45749.4648
86D_2_merge.tif	0788d24d-ac1a-4aac-ac83-1c4403cca491	Cell		Positive	Annotation	Polygon	427.55	209.79	42	22.8268	1	8.0922	6.261	0.6241	114.5952	4813	70.3139	255	0	255	151.9286	6381	36.5563	196	57	139	197	50.1441	0.9845	17.0044	15	0.4456	24.3081	56.8754	255	0	121.5556	53.5956	196	12	0	0	0	0	113.3782	54.5901	191	12	0.1924	3	225.0485	169.7994	342.7414	162.6046	20416.3867	27798.8184
86D_2_merge.tif	60d7223b-4951-4acd-a298-6b8501098604	Cell		Positive	Annotation	Polygon	863.28	275.41	33	20.0672	1	6.6148	5.9717	0.4404	49.4571	1731	45.104	117	0	117	95.2857	3335	13.3187	123	77	46	181	47.7944	0.9957	15.6259	14.6136	0.3315	9.3568	27.4439	117	0	86.8703	28.148	153	17	0	0	0	0	84.9067	30.2891	153	17	0.1655	4	252.0083	237.0651	398.3043	135.5989	5810.8203	7209.541
86D_2_merge.tif	0c3b1ac6-3190-4708-a5fd-611c37898d0c	Cell		Positive	Annotation	Polygon	281.13	295.75	71	44.5769	0.449	20.2675	5.064	0.9739	73.2208	5638	42.7467	148	0	148	124.8182	9611	39.6112	202	43	159	337	72.8144	0.7987	29.2417	13.6707	0.8892	16.73	36.8947	148	0	112.4659	33.1838	202	35	0	0	0	0	108.8077	30.1551	179	35	0.2222	4	194.4488	190.9399	226.1159	169.7994	13923.8213	19972.959
86D_2_merge.tif	c1370c81-9edc-4d9d-ac82-aee75a7abd34	Cell		Positive	Annotation	Polygon	458.98	369.23	34	20.2004	1	6.8848	6	0.4616	55.6471	1892	55.7668	138	0	138	95.1471	3235	29.831	166	55	111	178	47.6954	0.9833	15.7005	14	0.3383	10.6292	32.5734	138	0	71.6404	22.1146	166	35	0	0	0	0	66.0903	15.4136	103	35	0.1703	6	216.1534	177.5764	392.1418	85.7512	19109.7227	45749.4648
86D_2_merge.tif	e1b2d2db-4841-4b53-b35a-65c8fbaf89fd	Cell		Positive	Annotation	Polygon	848.88	410.33	41	24.3084	0.8719	9.7385	5.7192	0.7691	66.3478	3052	36.9187	109	0	109	10.8696	500	3.324	19	6	13	212	52.1464	0.9797	18.6224	14.5358	0.6142	14.1296	32.0395	109	0	10.7176	7.2033	46	1	0	0	0	0	10.6765	7.9411	46	1	0.1947	7	311.4746	388.7086	404.0161	135.5989	24482.2617	58096.875
86D_2_merge.tif	a4180c37-a312-49ce-bdc8-a62b33338e28	Cell		Positive	Annotation	Polygon	399.2	443.2	102	49.7218	0.5185	16.1467	12.5273	0.6396	86.3558	8981	42.975	187	0	187	70.2019	7301	25.717	127	30	97	384	76.0526	0.8343	25.3195	21.8969	0.4411	25.5182	45.2527	187	0	72.8333	32.7784	168	13	2.9214	15.4022	108	0	73.8107	35.0318	168	13	0.2677	8	119.2764	79.578	237.0212	46.4846	5935.0273	19972.959
86D_2_merge.tif	d15d1c21-58ec-4c21-ab56-dbe9a9868028	Cell		Positive	Annotation	Polygon	462.71	454.93	32	20.6088	0.9468	7.2174	6.0763	0	66.6216	2465	54.1892	155	0	155	80.8919	2993	25.2815	126	41	85	189	48.6021	1	16.0817	14.6135	0.3704	12.9058	35.4016	155	0	90.9319	43.2515	222	33	0	0	0	0	93.3442	46.2867	222	33	0.1694	5	123.9055	64.3286	388.7086	29.8624	6031.5566	16625.125
86D_2_merge.tif	67915d18-96ab-4535-ac83-3007b31b9b17	Cell		Positive	Annotation	Polygon	439.1	472.62	39	22.7109	0.9502	7.8339	6.113	0.4955	84.8605	3649	42.0213	161	0	161	121.5349	5226	34.5304	197	53	144	200	50.6647	0.9791	17.064	14.6166	0.4727	18.0644	39.7694	161	0	111.6139	38.5875	197	34	0	0	0	0	108.9308	39.2841	185	34	0.1827	4	32.8209	33.4454	49.1391	15.2538	471.4605	703.624
86D_2_merge.tif	1af4bf58-b1e5-4565-8bf7-c479cfaf7c6c	Cell		Positive	Annotation	Polygon	426	481.37	36	22.1575	0.9215	8.1466	5.5813	0.6792	54.4872	2125	43.0403	124	0	124	147.2564	5743	14.0126	185	121	64	190	49.0295	0.9932	16.5353	14.1421	0.4789	11.1842	29.3143	124	0	149.2526	27.3915	220	64	0	0	0	0	149.7682	29.9053	220	64	0.1865	5	33.3627	38.5467	46.4846	15.2538	475.632	936.1796
86D_2_merge.tif	3b6396ba-b964-4167-93ce-1a4fc4409459	Cell		Positive	Annotation	Polygon	167.35	491.1	83	35.143	0.8445	12.3265	9.526	0.5698	109.0899	9709	41.4706	213	0	213	27.0112	2404	9.4213	50	4	46	306	63.6716	0.9485	21.5812	18.7172	0.478	32.7362	54.3774	213	0	22.7427	12.224	52	2	1.5642	10.2457	74	0	21	12.8138	52	2	0.2827	3	182.6136	226.1159	237.0212	84.7038	14406.5762	19972.959
86D_2_merge.tif	3c81d170-6fd1-4086-b21e-63f3187d2c85	Cell		Positive	Annotation	Polygon	394.03	505.63	39	24.6402	0.8072	10.237	5.1443	0.8203	50.7209	2181	44.7285	116	0	116	121.6047	5229	32.2809	186	68	118	213	52.7218	0.963	19.1307	13.9315	0.6902	13.9108	32.465	116	0	94.0094	44.4673	191	13	4.6	19.8239	114	0	87.0294	44.4827	191	13	0.1813	5	72.1591	50.3868	179.463	28.1135	2051.3525	5221.7856
86D_2_merge.tif	1aa5f331-45df-43e5-b40f-b7071c609176	Cell		Positive	Annotation	Polygon	456.33	505.49	39	26.6746	0.6888	11.1812	4.6378	0.8974	69.3478	3190	40.4718	142	0	142	139.3478	6410	32.7456	192	56	136	220	54.5765	0.9282	19.964	13.1697	0.7433	14.3694	33.5723	142	0	126.4144	41.7302	218	41	0	0	0	0	123.0341	43.22	218	41	0.1886	8	148.4435	44.7117	404.0161	16.072	9541.0215	58096.875
86D_2_merge.tif	9b467ef3-7635-4bc0-ad69-8b41d40637ad	Cell		Positive	Annotation	Polygon	421.95	507.29	77	32.316	0.9265	11.8847	8.9724	0.6534	95.0513	7414	32.3258	158	0	158	133.6282	10423	20.0455	172	99	73	279	60.4579	0.9592	20.7045	17.7616	0.4481	26.5284	45.8685	158	0	136.9787	25.4123	193	52	0.3284	4.6909	67	0	138.2598	27.1209	193	52	0.2641	5	28.8829	28.1135	34.3037	26.2269	316.6949	439.7626
86D_2_merge.tif	7dc997bd-1b0b-4643-ad67-3994e66e58ff	Cell		Positive	Annotation	Polygon	446.11	517.97	59	33.3421	0.6669	12.8156	6.2793	0.9115	66.5246	4058	38.6107	132	0	132	140.7869	8588	27.4907	198	92	106	242	58.0237	0.9033	20.7918	15.1826	0.6659	16.3629	34.442	132	0	138.7258	32.3433	214	72	0	0	0	0	138.0535	33.816	214	72	0.2207	4	87.3348	22.0187	289.2297	16.072	1238.8219	2320.1709
86D_2_merge.tif	b535acc2-4f5f-4e2e-89b0-46d9faa3602f	Cell		Positive	Annotation	Polygon	436.27	532.85	57	29.4619	0.8252	11.8521	6.0392	0.8466	115.2131	7028	37.5589	210	65	145	115.6393	7054	34.1038	188	32	156	234	55.8595	0.9424	19.7864	15.085	0.6088	30.9661	54.0949	210	0	85.6695	44.3155	189	18	1.6	10.4952	72	0	75.2229	42.7393	189	18	0.2423	5	119.2036	50.3868	283.0692	17.3542	6547.2412	26456.3574
86D_2_merge.tif	4f7b6702-4f33-4e36-bed8-899a0d786bf0	Cell		Positive	Annotation	Polygon	221.85	555.82	37	21.7122	0.9863	7.8763	5.7324	0.6758	49.7436	1940	43.0665	101	0	101	43.0256	1678	14.1523	68	10	58	192	49.4485	0.9867	16.9674	14	0.5018	10.0518	27.7152	101	0	33.3109	17.4504	79	5	0	0	0	0	30.8506	17.3852	79	5	0.1771	5	224.9423	210.5476	433.8767	84.7038	10977.3203	26456.3574
86D_2_merge.tif	994abe25-3d26-4146-b2bf-47246b7a08a8	Cell		Positive	Annotation	Polygon	901.67	602.78	94	37.9746	0.8191	14.3618	9.1952	0.7661	81.1443	7871	22.549	125	0	125	46.7629	4536	34.4628	145	8	137	326	65.7245	0.9484	23.3288	17.9359	0.6377	24.3497	39.1722	125	0	33.0706	24.7744	145	8	0.2926	4.4275	67	0	27.2707	16.1638	114	11	0.2879	7	170.3176	199.7512	329.7402	20.8054	6621.4121	29159.9609
86D_2_merge.tif	62840835-0d2c-4353-a253-748315db9d40	Cell		Positive	Annotation	Polygon	906.43	622.99	85	36.9997	0.7802	12.0056	10.5852	0.5055	82.8636	7292	20.8372	133	0	133	63.8977	5623	29.1713	145	19	126	296	64.6214	0.8907	21.235	19.171	0.2077	25.6074	39.7659	133	0	48.8893	29.9718	145	9	1.6143	10.3757	74	0	42.6	28.0664	140	9	0.2835	3	30.2787	20.8054	55.481	14.5497	236.7661	356.0774
86D_2_merge.tif	682a4809-6249-44f1-a41c-ffb83e084f0d	Cell		Positive	Annotation	Polygon	900.53	637.16	29	19.453	0.963	7.0161	4.9194	0.6766	49.6129	1538	38.0225	92	0	92	66.5484	2063	31.4652	137	25	112	159	45.82	0.9517	15.9616	12.9106	0.5751	9.8951	25.9047	92	0	39.6543	27.9788	137	7	0.4962	5.6791	65	0	33.2901	22.9721	121	7	0.1689	6	72.1912	51.7951	206.6494	14.5497	1420.0262	4252.5186
86D_2_merge.tif	cfa95938-44c4-49ae-9c63-09fe91c32127	Cell		Positive	Annotation	Polygon	941.23	664.85	324	86.8696	0.5395	25.5645	21.1987	0.3062	116.5621	37533	31.574	171	0	171	57.2795	18444	30.6369	171	17	154	710	103.7166	0.8294	34.0745	28.4976	0.4932	58.3992	60.0921	171	0	45.3752	31.3668	171	3	10.0052	24.9854	90	0	35.4703	28.4162	160	3	0.4519	6	103.1573	52.8885	398.3043	16.2362	1192.1541	5283.8037
