Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Channel 1 mean	Nucleus: Channel 1 sum	Nucleus: Channel 1 std dev	Nucleus: Channel 1 max	Nucleus: Channel 1 min	Nucleus: Channel 1 range	Nucleus: Channel 2 mean	Nucleus: Channel 2 sum	Nucleus: Channel 2 std dev	Nucleus: Channel 2 max	Nucleus: Channel 2 min	Nucleus: Channel 2 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
75C_2_merge.tif	b84415b9-fc8e-4a86-a674-24939cca8f7f	Cell		Positive	Annotation	Polygon	311.73	230.5	39	23.0125	0.9254	8.1199	6.4141	0.5071	80.0233	3441	37.173	131	0	131	128.1163	5509	40.247	198	76	122	206	51.5588	0.9738	17.1272	15.3921	0.3241	16.7751	36.6118	131	0	107.3397	33.2277	198	58	0.3916	5.045	65	0	101.9578	28.9458	194	58	0.1848	3	176.4712	25.8444	484.2033	19.366	1731.9059	3301.0876
75C_2_merge.tif	693a3fa5-d743-4d1c-accd-8487434f7920	Cell		Positive	Annotation	Polygon	336.95	231.45	87	38.1685	0.7504	14.7565	9.4946	0.731	85.1809	8007	21.1655	142	0	142	111.6702	10497	35.0564	214	62	152	306	64.5052	0.9241	23.4784	17	0.6928	26.1672	40.9302	142	0	103.2315	34.0813	214	48	0.6037	6.2738	66	0	99.576	33.0676	192	48	0.288	5	254.0072	25.8444	816.5459	16.8073	12346.6475	47616.9727
75C_2_merge.tif	cc11454f-47c2-4454-b914-885a53373a7a	Cell		Positive	Annotation	Polygon	325.12	243.44	32	20.6035	0.9473	8.004	4.9194	0.7969	64.7273	2136	28.8523	89	0	89	83.1515	2744	19.8842	131	57	74	152	45.9652	0.9041	16.4221	11.7272	0.7052	13.7806	29.6583	89	0	85.5613	26.4381	167	49	0	0	0	0	86.2131	27.9826	167	49	0.1953	4	129.4252	18.0866	470.6486	10.879	1451.9475	3301.0876
75C_2_merge.tif	f6317c7d-543b-4ebe-929d-5ea6b4d6a6be	Cell		Positive	Annotation	Polygon	335.92	249.94	50	32.1087	0.6094	12.3936	6.2913	0.9027	50.2931	2917	32.1695	101	0	101	95.7414	5553	17.2022	129	65	64	237	57.9866	0.8857	21.1445	13.7221	0.7637	12.4208	26.886	101	0	92.05	28.7553	202	36	0.3516	4.744	64	0	90.8736	31.5101	202	36	0.2279	5	247.8098	367.0931	465.6064	10.879	6930.0464	26468.7773
75C_2_merge.tif	1dc7a394-0ca1-4cd5-8d7e-99c4ac1ed721	Cell		Positive	Annotation	Polygon	442.74	600.29	51	28.6983	0.7782	11.7034	5.5899	0.873	80.8	4444	27.0037	115	0	115	95.0727	5229	16.8125	134	65	69	241	57.07	0.9298	21.0522	14.5298	0.7238	18.1388	36.0921	115	0	83.2694	21.1608	148	42	0	0	0	0	79.8526	21.0961	148	42	0.2113	5	137.9465	69.2239	367.0931	25.7139	6106.3652	26468.7773
75C_2_merge.tif	5f306c79-4e20-43b4-b47b-e9dd7311150e	Cell		Positive	Annotation	Polygon	468.51	603.27	49	25.2615	0.9649	8.9994	6.5379	0.6968	87.9	4395	27.8848	142	0	142	110.48	5524	26.0222	174	82	92	217	52.7878	0.9786	17.9327	15	0.4945	20.1606	39.3387	142	0	106.5413	29.8514	219	50	0	0	0	0	105.369	30.8738	219	50	0.2083	6	295.0953	385.8862	455.8272	25.7139	12140.3848	47616.9727
75C_2_merge.tif	139a63f1-b212-4aaf-ac9a-a0aaa529ac2d	Cell		Positive	Annotation	Polygon	415.98	658.35	47	25.9811	0.875	9.6495	6.4549	0.7336	74.9216	3821	27.8638	111	0	111	57.1373	2914	9.9096	85	40	45	196	52.0613	0.9087	19.5101	13.2756	0.7434	19.731	35.9107	111	0	62.9289	19.5188	138	35	0.4521	5.4622	66	0	64.9521	21.5686	138	35	0.2397	3	60.0891	64.8707	104.9492	10.4474	917.6436	1902.3997
75C_2_merge.tif	6db3aa0f-2c7a-4c88-8d2d-c91541bdac3f	Cell		Positive	Annotation	Polygon	423.9	667.2	76	43.2097	0.5115	19.2665	5.4429	0.9624	78.3418	6189	35.5047	143	0	143	216.7342	17122	18.1763	254	177	77	295	70.6697	0.7423	28.458	13.6467	0.8986	20.8384	39.1728	143	0	206.6296	31.9912	254	118	0	0	0	0	202.9679	35.0233	246	118	0.2583	7	146.7364	107.8643	440.7534	10.4474	7947.6616	35749.7344
75C_2_merge.tif	9a2c7e86-a8fc-406c-ad46-ada813be2aa8	Cell		Positive	Annotation	Polygon	326.79	715.12	81	40.9509	0.607	16.9006	6.8837	0.9272	69.5	5838	29.7104	112	0	112	152.119	12778	40.1579	220	43	177	340	69.723	0.8789	26.2505	15.7456	0.8105	18.1513	33.9582	112	0	130.7923	52.727	222	15	1.1028	8.724	73	0	123.7115	54.5321	222	15	0.2384	7	269.9659	162.831	484.2033	93.6583	6020.2236	26468.7773
75C_2_merge.tif	fa60b922-16ee-4cba-9584-a374626db0b0	Cell		Positive	Annotation	Polygon	347.96	805.09	108	43.2742	0.7247	15.8003	9.9203	0.8341	71.0177	8025	13.035	89	0	89	164.6814	18609	37.5484	216	79	137	315	67.2383	0.8756	24.9493	17.7571	0.6777	27.5063	35.3853	89	0	153.2057	52.7734	237	38	3.2857	14.4817	71	0	146.8177	58.7077	237	38	0.3543	3	89.9315	93.6583	157.6675	18.4688	3165.1838	4927.0249
