Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Channel 1 mean	Nucleus: Channel 1 sum	Nucleus: Channel 1 std dev	Nucleus: Channel 1 max	Nucleus: Channel 1 min	Nucleus: Channel 1 range	Nucleus: Channel 2 mean	Nucleus: Channel 2 sum	Nucleus: Channel 2 std dev	Nucleus: Channel 2 max	Nucleus: Channel 2 min	Nucleus: Channel 2 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
88_7_merge.tif	8599d76a-1fa7-4bd3-b65f-03c99162fa82	Cell		Positive	Annotation	Polygon	1794.7	775.48	56	26.9772	0.9669	9.8636	6.9214	0.7018	110.2679	6175	36.0583	171	0	171	189.4821	10611	9.1014	199	162	37	227	54.2343	0.9698	18.6184	15.7771	0.509	27.1304	50.6441	171	0	185.9478	19.593	217	132	0.3736	4.9276	65	0	184.8103	21.8281	217	132	0.2237	5	538.8196	379.3101	1106.45	110.8885	95052.6484	258540.8906
88_7_merge.tif	35a78aad-eab9-4669-98d2-3eb2e75ab81b	Cell		Positive	Annotation	Polygon	1534.4	785.28	166	47.4205	0.9277	16.4424	12.9063	0.6092	89.619	15056	16.276	126	62	64	24.3333	4088	35.0346	129	0	129	431	74.9296	0.9647	25.3557	21	0.5263	35.1412	44.8736	126	0	11.6574	26.0057	129	0	0.4735	5.4297	63	0	3.5909	12.6869	85	0	0.3815	3	220.3172	233.1796	260.3909	167.381	12146.3359	18056.4629
88_7_merge.tif	19ee51da-0997-4dcf-a9e2-09a6d719648a	Cell		Positive	Annotation	Polygon	1696.6	827.03	40	22.1491	1	7.7274	6.261	0.549	83.0488	3405	51.8719	158	0	158	68.2195	2797	40.9399	143	13	130	197	49.6659	1	16.6555	15	0.3796	17.2843	41.1292	158	0	74.1523	50.1694	166	1	0	0	0	0	75.7115	52.3302	166	1	0.1958	4	237.1975	251.0217	335.8583	110.8885	24293.6738	54862.1367
88_7_merge.tif	fc314e9e-a1d9-4986-a967-1f1262251184	Cell		Positive	Annotation	Polygon	1394.9	972.14	46	23.8387	1	8.3909	6.1282	0.6836	96.2128	4522	25.9414	139	0	139	0	0	0	0	0	0	207	51.1792	0.9931	17.3674	14.6135	0.4682	21.6364	42.0731	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2009	4	583.7237	377.1224	1347.4705	233.1796	109185.4141	254637.6562
88_7_merge.tif	f3619563-22d9-4f24-982e-f2bdfbc6788e	Cell		Positive	Annotation	Polygon	1773	1154.1	41	22.8476	0.987	8.0796	6.0563	0.655	75.6905	3179	53.2094	148	0	148	0	0	0	0	0	0	200	50.3782	0.9903	16.9683	14.6136	0.4669	15.7376	39.0606	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1863	6	582.5423	484.6461	1225.0128	335.8583	126317.6484	274307.125
88_7_merge.tif	b2a73798-f75c-4150-8779-748fb353a4be	Cell		Positive	Annotation	Polygon	2823.4	1180	217	56.4386	0.8561	18.5086	16.2099	0.3278	100.9041	22098	18.5884	136	62	74	14.3014	3132	20.4368	77	0	77	463	80.3905	0.9003	26.3965	22.9222	0.4064	56.0278	50.6728	137	0	7.4103	15.6962	77	0	16.5582	34.4814	137	0	1.3494	4.2401	29	0	0.458	4	465.8433	365.2362	1106.45	26.4507	97323.4062	258540.8906
88_7_merge.tif	210135d8-5895-4a25-a636-5837da572545	Cell		Positive	Annotation	Polygon	2848.2	1192.8	602	100.5674	0.748	41.8792	21.2823	0.8613	144.4146	87082	34.1253	214	75	139	8.67	5228	24.795	136	0	136	964	120.2552	0.8377	47.838	29	0.7566	101.567	66.013	214	0	5.4082	19.9881	136	0	31.1662	40.3388	154	0	0.049	0.459	6	0	0.6225	3	46.9914	30.4348	84.0887	26.4507	551.3963	587.2852
88_7_merge.tif	5f4d1eb4-1c0a-46b0-ad35-bfb2c670a126	Cell		Positive	Annotation	Polygon	2873.4	1211.5	254	61.8142	0.8353	23.9601	14.4565	0.7695	113.3668	29362	22.5526	152	62	90	10.1313	2624	17.9463	76	0	76	523	85.9996	0.8886	32.1599	23.1298	0.654	61.0286	57.1681	152	0	5.1562	13.5483	76	0	10.0677	26.1364	125	0	0.312	1.2843	10	0	0.4832	3	91.8385	57.554	187.5266	30.4348	488.0195	515.5074
88_7_merge.tif	5418fb16-2b26-408e-bf0f-2b0dc8ba8022	Cell		Positive	Annotation	Polygon	2890.9	1265.1	141	45.6698	0.8495	16.6584	11.611	0.75	81.1111	11680	15.4463	118	62	56	29.7361	4282	29.1749	92	0	92	398	72.8125	0.9434	25.3545	20	0.6073	29.3575	40.0726	118	0	12.675	22.3011	92	0	0.2461	3.9375	63	0	3.0781	6.6352	44	0	0.3526	6	191.1574	111.321	652.3845	57.554	12021.7295	37408.4141
88_7_merge.tif	3bce7d63-356e-4b49-a8e4-d04b6303676d	Cell		Positive	Annotation	Polygon	2935.1	1370	147	49.6793	0.7485	20.2701	9.384	0.8824	160.0067	23841	37.3529	210	64	146	0	0	0	0	0	0	374	72.7131	0.8889	27.0488	18.3286	0.6962	71.9045	79.4998	210	0	0.0212	0.1443	1	0	14.3289	33.6842	142	0	0.0351	0.1844	1	0	0.3825	4	372.9911	394.0526	687.903	15.9562	12640.9434	37408.4141
