Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Channel 1 mean	Nucleus: Channel 1 sum	Nucleus: Channel 1 std dev	Nucleus: Channel 1 max	Nucleus: Channel 1 min	Nucleus: Channel 1 range	Nucleus: Channel 2 mean	Nucleus: Channel 2 sum	Nucleus: Channel 2 std dev	Nucleus: Channel 2 max	Nucleus: Channel 2 min	Nucleus: Channel 2 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
85F_2_merge.tif	3b9bd522-1b09-4f34-9612-d98cc56f5407	Cell		Positive	Annotation	Polygon	916.14	153.58	58	28.9785	0.8679	10.007	8.4861	0.1699	61.9194	3839	17.1572	108	39	69	165.371	10253	31.4962	220	81	139	194	52.9259	0.8703	18.2912	13.5937	0.6521	21.0561	30.4362	108	0	159.6275	41.5754	220	55	2.1493	9.1991	45	0	156.9702	45.3521	214	55	0.3013	5	182.4921	88.3442	453.3932	10.4869	3169.8843	10061.9512
85F_2_merge.tif	9674b103-f8f7-4bb5-98d9-8407b01a23ec	Cell		Positive	Annotation	Polygon	915.04	166.6	90	35.3436	0.9054	13.005	9.0329	0.711	62.9681	5919	17.6089	113	40	73	128.8936	12116	32.7265	202	76	126	214	55.2957	0.8795	20.0627	13.5133	0.6987	30.463	32.6023	113	0	142.3704	36.011	211	76	5.418	14.0382	51	0	152.7541	35.0889	211	83	0.4033	4	37.6133	30.3133	79.3399	10.4869	420.3834	1159.7296
85F_2_merge.tif	e5921164-e9da-4eda-8b3e-d676c32dffd5	Cell		Positive	Annotation	Polygon	463.05	175.86	46	25.1537	0.9136	9.8129	5.9856	0.7789	57.92	2896	29.7937	107	0	107	88.46	4423	17.4066	130	59	71	220	53.2475	0.9751	18.7163	14.8603	0.6137	13.045	28.0153	107	0	92.1081	33.6001	207	23	0	0	0	0	93.1686	36.9761	207	23	0.2041	4	283.8332	326.4617	453.3932	29.0162	19361.9961	45160.9375
85F_2_merge.tif	2069be9e-f37b-42ad-a132-65d6f01f05ba	Cell		Positive	Annotation	Polygon	910.29	187.48	257	71.8897	0.6249	25.9861	16.5794	0.8152	61.3605	15831	29.3848	178	0	178	128.5891	33176	32.2156	202	56	146	545	89.3812	0.8573	30.402	25.1774	0.5111	34.0718	35.4059	178	0	135.4843	29.0182	212	56	9.3684	17.9475	66	0	141.7263	24.1983	212	85	0.4705	3	34.1878	22.669	63.7645	16.1299	386.5765	581.8244
85F_2_merge.tif	578e4dab-97c8-4673-b79c-060d009c3e5d	Cell		Positive	Annotation	Polygon	440.02	193.59	47	26.2221	0.859	10.4474	5.8932	0.8182	63.14	3157	31.1311	139	0	139	73.28	3664	39.5722	165	23	142	224	54.1144	0.9612	19.6283	14.8991	0.6178	13.9075	29.9642	139	0	85.9075	40.3334	174	20	0	0	0	0	89.4746	39.9358	174	20	0.2073	5	247.2136	273.3921	399.3594	29.0162	7234.1226	10933.1299
85F_2_merge.tif	1190eb99-b7da-43b4-88bc-958feb263e26	Cell		Positive	Annotation	Polygon	898.92	201.82	46	24.8215	0.9382	8.5739	7.1135	0.3036	51.9167	2492	15.7262	90	0	90	104.1042	4997	28.3648	162	62	100	165	49.1918	0.8569	18.3189	12.0848	0.742	16.5952	25.3458	90	0	122.756	27.0665	186	62	2.4667	9.9663	45	0	130.2167	22.6687	186	69	0.273	7	167.1635	62.4017	437.2297	16.1299	10051.2422	45160.9375
85F_2_merge.tif	2d63b821-2b7f-4cb5-b4ab-aecc9d2458f4	Cell		Positive	Annotation	Polygon	950.11	236.49	68	37.7432	0.5998	15.093	6.8241	0.9158	66.8904	4883	32.2497	135	0	135	124.863	9115	49.3247	224	45	179	298	64.8345	0.8909	24.219	15.9463	0.7603	16.3654	32.7995	135	0	122.0864	57.0139	226	29	0.1886	2.8477	43	0	121.1974	59.3378	226	29	0.2355	7	107.5355	88.3442	229.2246	62.4017	2541.4189	10043.5176
85F_2_merge.tif	6233fd72-976c-48bb-81d1-389597664435	Cell		Positive	Annotation	Polygon	925.17	338.02	111	42.3875	0.7763	17.009	9.3814	0.836	57.9829	6784	13.6211	98	0	98	109.1197	12767	31.5469	195	52	143	364	70.2679	0.9264	26.4276	18.2425	0.7246	19.082	28.1685	98	0	110.9918	45.5123	228	16	0.8032	5.6237	41	0	111.8715	50.8002	228	16	0.3087	7	157.8857	104.7111	414.3524	31.9067	8421.3838	28952.9043
85F_2_merge.tif	42747a8c-537f-4b13-aa7d-980b5c1990cf	Cell		Positive	Annotation	Polygon	943.04	363.2	158	52.8018	0.7121	18.6915	12.1642	0.761	42.9688	6875	5.5166	53	0	53	119	19040	27.8748	200	63	137	355	74.9606	0.7939	28.2955	16.6123	0.8324	21.4678	21.7596	53	0	126.3585	36.521	216	63	4.0051	12.3054	46	0	132.335	41.3783	216	72	0.4403	3	19.1905	13.3318	31.9067	12.3329	140.0568	212.2421
85F_2_merge.tif	c4d1e9e1-6e6c-4a43-b9ab-41d2fca390be	Cell		Positive	Annotation	Polygon	955.93	360.11	47	30.8289	0.6214	11.8946	6.7311	0.8316	37.2692	1938	13.8452	49	0	49	124.7885	6489	26.685	175	79	96	196	54.5284	0.8284	20.805	11.7851	0.8436	10.08	18.0347	49	0	106.755	32.8451	205	49	0.527	4.5182	39	0	100.4189	32.5255	205	49	0.2288	6	77.0206	67.0691	165.2802	12.3329	2995.3333	10043.5176
