Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Channel 1 mean	Nucleus: Channel 1 sum	Nucleus: Channel 1 std dev	Nucleus: Channel 1 max	Nucleus: Channel 1 min	Nucleus: Channel 1 range	Nucleus: Channel 2 mean	Nucleus: Channel 2 sum	Nucleus: Channel 2 std dev	Nucleus: Channel 2 max	Nucleus: Channel 2 min	Nucleus: Channel 2 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Channel 1 mean	Cell: Channel 1 std dev	Cell: Channel 1 max	Cell: Channel 1 min	Cell: Channel 2 mean	Cell: Channel 2 std dev	Cell: Channel 2 max	Cell: Channel 2 min	Cytoplasm: Channel 1 mean	Cytoplasm: Channel 1 std dev	Cytoplasm: Channel 1 max	Cytoplasm: Channel 1 min	Cytoplasm: Channel 2 mean	Cytoplasm: Channel 2 std dev	Cytoplasm: Channel 2 max	Cytoplasm: Channel 2 min	Nucleus/Cell area ratio	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
81_13_merge.tif	89cc79ed-ee70-47a9-8a57-5649143fb95d	Cell		Positive	Annotation	Polygon	1203.7	468.95	35	20.4592	1	6.9095	5.9912	0.4649	53.1429	1860	47.5439	111	0	111	53	1855	7.2152	66	37	29	180	47.9002	0.9858	15.7106	14	0.3521	10.2762	29.4945	111	0	49.2099	9.8613	74	16	0	0	0	0	48.3014	10.2084	74	16	0.1774	3	989.5554	1013.3472	1261.991	693.328	251638.9531	277990.125
81_13_merge.tif	d44ef6ce-3d86-4d4a-aaaa-93099fd15e4a	Cell		Positive	Annotation	Polygon	2424.5	788.54	35	20.2766	1	6.7363	6.1282	0.3954	73.9722	2663	60.2478	161	0	161	10.3611	373	6.9822	27	2	25	180	47.783	0.9907	15.6651	14.6135	0.223	14.4728	39.4975	161	0	14.7446	11.7103	66	1	0	0	0	0	15.8108	12.3797	66	1	0.1767	4	1007.397	1005.2341	1261.991	757.1288	324256.5	394367.7812
81_13_merge.tif	22968d8a-f0c7-4607-b5c1-0afdc7be1599	Cell		Positive	Annotation	Polygon	1688.3	964.92	44	23.6325	0.99	8.3591	6.6622	0.5687	119.3913	5492	35.6168	185	74	111	14.2609	656	5.7094	23	4	19	209	51.2773	0.9989	17.2543	15.5563	0.35	26.1524	52.1845	185	0	15.1762	7.2006	33	1	0	0	0	0	15.4329	7.5617	33	1	0.1959	4	807.8951	781.2087	975.8349	693.328	311240.7812	388571.25
81_13_merge.tif	836ec4cb-099d-4296-8a30-cf8bfff855af	Cell		Positive	Annotation	Polygon	1063	1472.5	35	21.8687	0.9197	8.0138	5.6166	0.6196	103.775	4151	49.3353	174	0	174	57.125	2285	14.6063	83	24	59	195	49.7526	0.99	17.0336	14.1422	0.5223	21.1786	47.3819	174	0	57.2551	20.2106	103	19	0	0	0	0	57.2885	21.4521	103	19	0.1738	3	996.0422	1013.3472	1169.4908	805.2886	333280.6875	388571.25
81_13_merge.tif	30c04641-4366-46fd-a35f-73d675c34692	Cell		Positive	Annotation	Polygon	3020.5	1548.2	55	29.2133	0.8099	10.3852	7.2857	0.6896	42.0678	2482	39.011	83	0	83	26	1534	6.3869	42	16	26	244	56.5602	0.9585	19.4809	16.0279	0.4879	11.128	27.2001	83	0	28.576	7.0663	49	7	1.5707	10.7676	75	0	29.3717	7.0914	49	7	0.2263	4	798.3267	778.9534	965.7799	669.6201	195444.9688	394367.7812
81_13_merge.tif	63b563e3-6c1a-4f83-90be-ad25344c4076	Cell		Positive	Annotation	Polygon	2184.3	1805.3	35	20.6878	1	6.8168	6.2014	0.4649	53.9722	1943	47.2927	115	0	115	29.3056	1055	6.0513	40	19	21	185	48.2959	0.9967	15.71	14.943	0.2868	10.4462	29.6695	115	0	30.8979	8.2564	49	14	0	0	0	0	31.28	8.6762	49	14	0.1807	6	862.2191	925.4576	1169.4908	544.8991	264368.625	394367.7812
81_13_merge.tif	5b52cad8-4be0-4b46-8242-2d4f55914889	Cell		Positive	Annotation	Polygon	2642.2	2100.6	54	27.0603	0.9267	10.2587	6.9532	0.7186	131.5714	7368	45.5351	208	0	208	5.5357	310	3.648	13	0	13	234	54.8432	0.9776	19.2492	15	0.6007	31.4872	60.4511	208	0	8.1026	4.9571	22	0	0	0	0	0	8.9101	5.047	22	0	0.2223	4	317.007	288.1115	669.6201	22.1847	48861.6484	182366
81_13_merge.tif	ba24325d-2690-4e60-b3d4-7d161f85a452	Cell		Positive	Annotation	Polygon	2649.9	2120.3	73	31.7039	0.9127	11.4015	8.5627	0.5855	140.2105	10656	35.536	193	77	116	5.8947	448	4.9922	18	0	18	227	56.6285	0.8895	20.232	14.0197	0.6919	51.7446	69.659	193	0	6.6234	5.2412	24	0	8.3677	29.5971	146	0	6.9806	5.3385	24	0	0.3282	3	198.5235	22.1847	563.3207	10.065	1739.7396	3424.0837
81_13_merge.tif	585c9ab7-d461-4beb-90f2-ae689bd18347	Cell		Positive	Annotation	Polygon	2659.6	2128.1	55	26.9381	0.9524	9.1258	7.8269	0.4062	143.4483	8320	40.3055	211	79	132	4.7414	275	3.763	13	0	13	185	51.3281	0.8824	18.0403	12.7278	0.6944	48.6021	70.679	211	0	7	4.7795	25	0	5.625	24.04	138	0	8.0234	4.8513	25	0	0.2817	3	241.4051	31.3239	682.8264	10.065	4828.2607	9601.126
